state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,covid-19_age-adjusted_mortality_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,childcare_cost_burden_raw_value,childcare_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
US,United States,7281.935564,0.171051628,3.90735887,4.526981132,0.081906553,0.164925569,0.321,7.8,0.259,0.797929996,0.197874853,0.26555079,551,19.30057259,0.108405425,0.000765069,0.00071486,0.002819071,3767,0.43,0.48,0.885285213,0.669150794,0.080528754,0.157,4.892074199,0.252838732,9.239228635,386.4648965,75.89951227,7.5,0.404545455,0.173139007,0.749209189,0.366,84.96925128,78.52889465,358.7460227,48.06565984,5.666327649,0.116982231,0.140918515,0.094,378,0.109,0.061001965,23.33212318,11.59131126,0.35276497,0.128440438,0.056201091,0.001151251,0.86,0.067853116,3.053420932,3.002971869,0.248458265,740.5435,0.814019844,67340,,0.520917012,62.57076997,45.76372982,0.245181187,6.395614436,5.865883882,13.81828299,12.43033023,18.99818866,394.7199533,0.644042982,0.141902126,0.85246557,329484123,0.22101858,0.168928823,0.125733952,0.013029429,0.060738217,0.002560648,0.186087507,0.597216607,0.041596722,0.507544702,0.192690289
AL,Alabama,10350.07146,0.214101893,4.814632844,5.618315505,0.1043276,0.21092716,0.363,5.3,0.308,0.566370611,0.147992477,0.258869637,636.9,27.5988893,0.11599538,0.000658348,0.000493546,0.001182152,4875,0.42,0.42,0.868736181,0.61575284,0.058770064,0.209,5.157920311,0.311281991,12.15536432,479.9191819,86.9057184,9,0.134328358,0.136859166,0.848731025,0.352,103.6509848,74.83594896,499.8685504,66.77517633,8.06114528,0.152784969,0.182846555,0.122,336.4,0.161,0.087605485,17.48162866,20.20551485,0.396274626,0.14748532,0.032712345,0.001012896,0.917131813,0.080343485,2.885602535,2.72218766,0.289238684,-4296.271,0.736379198,53958,,0.550054539,57.38823523,50.83380508,0.23871631,5.518394649,11.10688545,16.20066965,22.29389952,,219.9093771,0.691820086,0.118997159,0.799154251,4921532,0.220923688,0.177636557,0.264908163,0.007090678,0.015351114,0.001095797,0.046033837,0.651377864,0.010194479,0.517027218,0.409631829
AL,Autauga County,8027.394727,0.201,4.510042404,5.419067716,0.097381519,0.197,0.353,6.5,0.322,0.627586081,0.161612356,0.321428571,578.1,22.97694569,0.093512391,0.000447475,0.00033841,0.000374032,4931,0.42,0.42,0.88713682,0.607217355,0.04884279,0.149,5.135445878,0.276040478,12.88728991,272.2822201,68.57306981,9.5,0,0.147288657,0.867088861,0.405,82.01289273,76.58564973,427.0733259,51.49625222,6.877579092,0.142,0.171,0.112,222.1,0.157,0.13020998,8.352474421,19.00959985,0.384433321,0.119606627,0.026531064,0.000445276,0.89,,3.12696818,2.91727955,0.05526245,-2618.608,0.722038768,67565,,0.454824561,28.20431944,24.90795747,0.17526826,4.636785162,5.908389142,17.7372965,17.59204409,8.064516129,155.0955235,0.746231272,0.138327695,0.827079178,56145,0.231846113,0.161759729,0.203188174,0.004737733,0.011701843,0.001086473,0.031008995,0.731659097,0.006926952,0.515077033,0.420021623
AL,Baldwin County,8118.358206,0.172,4.168866136,5.173915124,0.083857312,0.199,0.296,7.4,0.276,0.745079966,0.215035299,0.322033898,336,23.73432001,0.109067738,0.000689859,0.000488471,0.000994387,3578,0.44,0.46,0.904713846,0.655321076,0.056064818,0.124,4.386477827,0.183638224,10.12390586,203.6603963,74.83507888,7.2,0,0.124205037,0.829965602,0.379,50.0227993,77.72472918,381.7020314,51.16978345,5.27306968,0.125,0.161,0.094,172.9,0.134,0.079367794,17.5976783,16.84994323,0.363779605,0.137782924,0.034081982,0.000697815,0.9,0.061123026,3.192380762,3.037911538,0.090175096,333.9424,0.747464791,71135,,0.461322853,39.84129977,28.94813894,0.171167498,5.518394649,3.276377851,19.64588301,14.01440278,25.89285714,133.6048422,0.769997739,0.114508142,0.850690685,229287,0.21128542,0.21582122,0.084788933,0.007798087,0.011029845,0.000662925,0.046339304,0.833082556,0.007720679,0.515890565,0.422790991
AL,Barbour County,12876.76032,0.311,5.884414634,6.109899329,0.119146722,0.278,0.404,5.7,0.416,0.498379284,0.139276425,0.375,895.2,34.70031546,0.129914732,0.000364579,0.000366017,0.000244012,4548,0.46,0.36,0.747316964,0.383557549,0.07045534,0.375,5.994926933,0.540405975,7.291582273,414.2778607,82.14305652,9,0,0.154599891,0.840327294,0.368,110.281573,72.86721012,589.5660946,82.70493797,,0.191,0.205,0.165,498.2,0.207,0.104331717,,27.96936795,0.408895893,0.168411432,0.035589265,0.000610029,0.848260073,,2.389161313,2.00862944,0.037007218,-15097.365,0.729414892,38866,,0.602061534,20.43617042,19.35065328,0.243168837,6.006006006,11.18774718,14.26705236,25.5201729,23.75,102.4596728,0.619502253,0.123855365,0.646320532,24589,0.20472569,0.202610924,0.478099963,0.006994998,0.004554882,0.00203343,0.046728212,0.452641425,0.018274669,0.471837,0.677896347
AL,Bibb County,11191.47432,0.25,5.161337369,5.846095721,0.100330761,0.252,0.412,7.6,0.377,0.106044076,0.160167595,0.214285714,540.3,34.16687299,0.109932498,0.000580513,0.000271052,0.000271052,6329,0.37,0.33,0.808844686,0.37770409,0.066319444,0.219,5.394051358,0.367041199,8.930963651,89.34912598,103.3490436,9.4,0,0.111842105,0.876526459,0.553,147.486703,73.60936309,567.508146,82.23233375,,0.164,0.191,0.127,208.4,0.163,0.004458662,23.90557299,26.05987415,0.401100585,0.138986947,0.030872193,0.001445609,0.92,,2.688775131,2.56336673,0.092069658,-4279.571,0.785058666,50907,,0.59142769,47.81563303,45.9080373,0.214057006,3.990422985,9.534100299,17.42273562,17.81880062,,26.58874815,0.7477614,0.093930636,0.761261882,22136,0.19994579,0.170762559,0.209794001,0.004607879,0.002574991,0.001219733,0.029318757,0.741778099,0.003550968,0.468151428,0.683526075
AL,Blount County,10787.01454,0.232,4.948392657,5.738238349,0.078598889,0.222,0.387,7.8,0.333,0.23376714,0.161735047,0.150537634,404.7,29.50979595,0.142710274,0.000224812,0.000190052,0.000172774,4260,0.37,0.4,0.828251369,0.562665901,0.040874255,0.189,4.764969276,0.225584182,7.436101408,482.6906109,104.7493276,9.4,0,0.104611651,0.883415798,0.598,117.4585623,74.1714626,532.8364817,71.17304415,6.721595837,0.156,0.183,0.114,72.3,0.145,0.02512206,17.86280216,30.6434633,0.388471091,0.180629051,0.046760236,0.000259161,0.954115044,0.136763269,2.901714404,2.781496533,0.108433685,-574.207,0.853588284,55203,,0.52401269,52.21171254,30.14348031,0.218556963,4.564907275,7.166616418,20.51706131,20.39673376,6.451612903,43.30956196,0.760763971,0.087758638,0.796227305,57879,0.228027437,0.190034382,0.015273243,0.006288982,0.003801033,0.00120942,0.095440488,0.867983206,0.014764977,0.505571969,0.89951502
AL,Bullock County,11406.35109,0.311,5.512430487,5.694070273,0.150622877,0.252,0.438,4.6,0.413,0.018783214,0.134455428,0.347826087,742.5,40.34427111,0.11099631,0.000297,0.000200481,0.000200481,3775,0.41,0.28,0.749410377,0.280824923,0.055002076,0.387,8.107064622,0.588520971,7.92000792,311.0273327,98.25885312,9,0,0.173130194,0.80476788,0.471,159.5257887,73.81468226,556.1102965,,,0.18,0.189,0.178,608.4,0.157,0.323391904,,49.76087137,0.446527138,0.147575251,0.023820867,0.000902165,0.925,,2.110535605,1.96826778,0.008140627,-19216.87,0.683252601,33124,,0.754626457,30.61553882,27.51758597,0.357505132,8.417508418,15.2047107,,25.54730181,12.22222222,40.41545917,0.738116069,0.127596439,0.606299213,9976,0.208199679,0.176724138,0.686848436,0.008821171,0.002706496,0.007618284,0.088712911,0.210906175,0.015659255,0.452586207,0.513743815
AL,Butler County,12717.03016,0.271,5.339867207,5.951548419,0.128285357,0.246,0.397,6.9,0.407,0.416384208,0.135570081,0.351851852,1064.4,38.78252332,0.115727003,0.000257096,0.000358901,0.00066653,5885,0.39,0.28,0.863531114,0.371213704,0.088449647,0.308,5.70442037,0.411042945,9.255450432,581.5840052,105.6320146,8.8,0,0.125186289,0.863693945,0.371,170.7849871,73.47327905,606.5127483,80.17868392,,0.173,0.196,0.151,396.2,0.165,0.069182869,,38.15557395,0.4197117,0.146657016,0.033671587,0.000820345,0.925,,2.526134007,2.118341767,0.112674539,-10514.71,0.817866688,42268,,0.798441734,28.89045682,29.89247915,0.280164664,4.306632214,19.43774522,13.63356792,26.40800366,,58.023787,0.732741766,0.108318469,0.736050534,19504,0.22057014,0.213853569,0.446011075,0.003947908,0.013638228,0.000410172,0.016560706,0.509792863,0.003178023,0.534249385,0.712321574
AL,Calhoun County,11826.11499,0.237,4.939333114,5.738422295,0.094372108,0.226,0.359,5.9,0.326,0.491574739,0.161706171,0.142857143,729.7,30.48733838,0.119038143,0.00061617,0.000678599,0.00141889,5234,0.35,0.39,0.850735117,0.579762609,0.07050173,0.167,4.755530595,0.309809342,13.3796928,756.0665443,92.51958156,9.4,0,0.129565893,0.845910157,0.299,118.8934256,72.82500707,587.1190918,57.89740985,7.931188561,0.157,0.191,0.127,272,0.172,0.15398073,19.33493677,21.93895486,0.382687048,0.15149697,0.029771631,0.000705038,0.932304,0.069291339,2.945480411,2.786958409,0.209830983,-4322.30736,0.777953821,50259,,0.599593378,46.15851365,41.35313814,0.188045922,4.953467427,10.34621167,21.54905198,26.10874555,31.73913044,170.8142257,0.703805079,0.097395882,0.797653235,113469,0.214005587,0.185336964,0.21194335,0.005270162,0.008830606,0.001119248,0.04113899,0.713957116,0.0070034,0.519102134,0.336968256
AL,Chambers County,11059.44388,0.253,5.109041175,5.812173502,0.126530612,0.236,0.395,7,0.369,0.567295046,0.141963284,0.3,721.7,37.35495152,0.121641277,0.000451074,0.000212993,3.04275E-05,4068,0.37,0.43,0.825838206,0.543642785,0.067948314,0.262,4.460929467,0.317860747,18.0429422,528.9997362,101.0221771,9.3,0,0.151313356,0.874180588,0.307,147.4346187,73.76110499,530.5810496,86.39930881,9.063444109,0.163,0.19,0.139,407,0.154,0.081029885,10.02667095,25.05424882,0.405105108,0.154293059,0.027801418,0.000152138,0.870068027,0.126637555,2.634106621,2.497681651,0.164768215,-13302.8415,0.752563802,39318,,0.709837545,33.28904344,32.81947979,0.328043136,6.048387097,10.61620713,26.66157777,26.89939626,26.12903226,114.6675128,0.672434104,0.0979983,0.745251068,32865,0.205294386,0.205933364,0.399543587,0.003499163,0.01147117,0.000578123,0.027841168,0.547847254,0.003530198,0.523353111,0.491480345
AL,Cherokee County,11395.89838,0.237,5.189940043,6.046963395,0.082923833,0.247,0.343,7.2,0.36,0.246527377,0.163980167,0.177777778,274.9,32.86565443,0.129817853,0.000381738,0.000152126,0.000228189,5476,0.4,0.49,0.828240088,0.532718894,0.046034917,0.233,4.475409836,0.204445334,8.398228737,330.438792,98.3828322,9.2,1,0.109853843,0.859886341,0.464,76.72438416,74.0144009,543.2865087,65.34305102,,0.164,0.198,0.114,118.6,0.161,0.050086523,17.82939813,31.86813187,0.378639717,0.160482313,0.036778939,0.00076063,0.92,,2.784754319,2.646747671,0.067241749,521.2178,0.773644638,50388,,0.610982807,41.99295023,41.13744997,0.16992141,6.205673759,8.241758242,22.91301933,25.36432393,15,1.023964257,0.782299742,0.065017031,0.749907715,26294,0.184871073,0.24271697,0.041112041,0.007073857,0.004715905,0.000304252,0.018331178,0.91450521,0.011041073,0.504373621,0.85736273
AL,Chilton County,10342.20494,0.251,5.22881347,5.904244278,0.090440608,0.239,0.392,7,0.353,0.401851385,0.159550778,0.223880597,337.6,42.82034771,0.137330914,0.000225083,0.000292813,0.000608149,4755,0.41,0.42,0.818094385,0.423530447,0.049714169,0.21,4.405465463,0.258030892,14.85549653,507.810721,88.24088404,9.5,0,0.146268657,0.855403175,0.489,138.3237171,74.39108471,527.1788697,45.0728282,5.838641189,0.166,0.19,0.123,135.5,0.172,0.043695515,18.04809818,25.25416046,0.38729295,0.175812774,0.042803343,0.000270289,0.88,,2.822341241,2.720820186,0.069819734,-2372.258,0.795695652,52693,,0.646277615,35.41853141,36.67667237,0.224735733,3.640334911,4.856569319,14.5356134,14.93307268,,41.79725003,0.75134189,0.103558873,0.746149358,44397,0.237651193,0.175034349,0.099218416,0.005743631,0.004797622,0.001734351,0.079374733,0.801495597,0.01736715,0.510417371,0.867447242
AL,Choctaw County,12128.65802,0.273,5.41462262,6.065640613,0.115230461,0.246,0.397,5.8,0.378,0.239627679,0.141065349,0.571428571,500.4,30.34844511,0.121856256,0.000397172,0.00048317,8.05283E-05,3292,0.5,0.33,0.826945914,0.64167916,0.06665224,0.289,5.381808279,0.439167975,21.44729526,128.4146626,97.20001254,9.2,0,0.118691589,0.85615491,0.491,134.2843117,74.2140102,540.4196636,,,0.174,0.201,0.147,230.1,0.189,0.130442755,,39.87638321,0.417158305,0.149400987,0.042985541,0.000402641,0.925,,2.549412685,2.128404244,0.140805886,-11748.69,0.497618618,41649,,0.752818035,42.79835366,42.10342183,0.261638935,10.43219076,,,,8.333333333,1.456848844,0.816135084,0.064929778,0.628142589,12418,0.197052666,0.240135288,0.412465776,0.001932678,0.002415848,0,0.011837655,0.56361733,0.002068851,0.526815912,1
AL,Clarke County,14428.01727,0.276,5.405571594,6.02230614,0.131368631,0.25,0.444,5.4,0.396,0.333410754,0.137794127,0.325581395,778.9,38.4279476,0.119502299,0.000465668,0.00034348,0.000901636,4617,0.35,0.28,0.826139017,0.426543779,0.090101686,0.287,6.913969529,0.361553398,16.08669884,475.312436,98.90367788,9.2,1,0.128739316,0.894116187,0.434,126.5213591,71.73733928,623.8479886,107.5689419,,0.177,0.2,0.148,189.2,0.186,0.183503436,14.1177135,31.96628149,0.426967792,0.150926743,0.0335957,0.000772831,0.914240122,0.191011236,3.008578223,2.777250911,0.02830986,-8084.4255,0.665446085,44178,,0.70584895,24.09316948,22.60273108,0.275612296,7.407407407,8.879522637,19.75859939,22.63050257,,46.73300733,0.725195752,0.113802337,0.627909471,23291,0.21274312,0.208707226,0.449229316,0.00571036,0.004379374,0.000214675,0.013524537,0.518140054,0.000977083,0.527113477,0.759803352
AL,Clay County,12553.86547,0.266,5.501971354,6.201694972,0.082433759,0.256,0.371,7.3,0.371,0.571059432,0.156471318,0.391304348,559.1,34.05688623,0.143717227,0.000377786,0.000152532,0.000152532,4703,0.39,0.41,0.812613382,0.370896785,0.04027618,0.238,5.298252743,0.251919561,11.33358519,309.0672128,103.7890525,7,0,0.095510984,0.894039735,0.38,203.3329644,72.89639799,573.0531564,,,0.177,0.204,0.129,185.4,0.165,0.029746178,,37.397957,0.388536246,0.178260304,0.044388308,0.000457596,0.875,,2.783569439,2.529710142,0.005101928,-4732.186,0.779718463,44763,,0.649456522,23.86857711,24.22720624,0.211134196,8.310249308,,26.33493768,22.5628375,6.666666667,0,0.765961576,0.067202639,0.719774888,13112,0.203248932,0.213926175,0.135448444,0.005567419,0.002974375,0,0.031345333,0.805750458,0.000716389,0.512888957,1
AL,Cleburne County,10529.87905,0.229,5.065636778,5.945641982,0.07841484,0.238,0.356,7.1,0.336,0.410699973,0.164492051,0.307692308,234.7,31.10047847,0.127963293,0.000201207,,0.000534509,5732,0.27,0.4,0.82188271,0.503790088,0.045668468,0.195,4.832003881,0.175074184,8.71898055,103.3333333,111.1289632,9,0,0.110043668,0.862032649,0.589,106.8553252,74.34666265,522.0678187,80.81104907,,0.159,0.193,0.111,103.9,0.182,0.020248519,,32.44708263,0.382410384,0.160326087,0.046704871,0.000133627,0.975,,3.122187396,3.075677455,0.122331359,-69.15332,0.763841088,50134,,0.545490351,38.36127161,31.52793404,0.18851478,7.882882883,,15.87862444,24.10025707,,21.73988941,0.77377892,0.072544643,0.707455013,14967,0.228502706,0.202712635,0.028195363,0.005211465,0.001937596,0.00073495,0.027794481,0.924433754,0.005759386,0.508652369,1
AL,Coffee County,9298.356837,0.217,4.598728295,5.413572596,0.086677012,0.207,0.346,6.9,0.333,0.554376552,0.15832828,0.326530612,638.1,25.97171573,0.130386226,0.000477628,0.000338155,0.000864174,4515,0.43,0.35,0.856467053,0.634274313,0.043902893,0.206,4.955314337,0.300877051,12.99147912,276.2080442,70.61144136,8.6,0,0.097018696,0.864514115,0.3,102.7636843,75.26854472,474.9562317,48.52700326,5.404135338,0.144,0.173,0.115,174.6,0.157,0.08991895,8.889961329,18.47251593,0.374011159,0.167863292,0.037953025,0.000751456,0.947916064,0.090478072,3.020489127,2.87277299,0.076026722,-2618.160667,0.672158883,54203,,0.478449144,40.90707052,33.4265602,0.174363043,4.96124031,5.514183859,14.48823249,20.33916517,17.06896552,109.1367706,0.678011127,0.100733753,0.826675355,53230,0.23437911,0.176047342,0.170167199,0.01403344,0.016757468,0.004133008,0.083092241,0.690738306,0.011323526,0.506950968,0.471950829
AL,Colbert County,11071.97706,0.219,4.783797019,5.67320798,0.10546697,0.215,0.359,6.7,0.332,0.428621298,0.164067914,0.275362319,582.9,29.500411,0.107574169,0.000615485,0.000523362,0.000433127,6652,0.39,0.47,0.856949101,0.55528387,0.065795059,0.209,4.673445914,0.321574776,16.2922467,400.0073565,77.33557072,7.5,0,0.122018349,0.865609924,0.267,101.6622443,73.87503417,538.3784637,58.72501468,9.270263846,0.152,0.184,0.115,123.6,0.165,0.088293033,12.09087502,24.28027267,0.398248459,0.134907459,0.030856951,0.001533991,0.929593863,,3.015519633,2.896152953,0.067535965,-1957.1954,0.723359354,54185,,0.549367403,30.90045094,23.77004084,0.242151887,7.445775332,5.482642216,18.59385604,21.52263525,22.69230769,155.543477,0.716107721,0.102612665,0.726292609,55411,0.209362762,0.205500713,0.160112613,0.006875891,0.006911985,0.000667738,0.031816787,0.775604122,0.007268451,0.521069824,0.438946866
AL,Conecuh County,15564.97228,0.278,5.386447838,5.958203726,0.138709677,0.251,0.41,6.4,0.395,0.356289689,0.135174168,0.142857143,596.7,31.35179153,0.122480449,0.000414353,0.000168762,0.000590668,11154,0.37,0.43,0.849535463,0.457652303,0.073084566,0.351,4.276247752,0.509226541,7.458357504,387.409201,106.4544129,8.8,0,0.095081967,0.879524171,0.422,130.0716239,71.1942674,697.5733843,,,0.174,0.198,0.149,272,0.16,0.132889727,,30.0922443,0.438750789,0.15399523,0.03499006,0.000253143,0.925,,2.267557265,2.333427736,0.225550491,-13105.78,0.630168715,34664,,0.66342711,20.76249124,20.67253226,0.351257789,6.607929515,15.04612215,,27.84192339,8.181818182,29.39448455,0.747219193,0.077031802,0.620283533,11851,0.203695891,0.239895368,0.454307653,0.005147245,0.002700194,0.000337524,0.024723652,0.50080162,0,0.521728124,0.809495011
AL,Coosa County,13476.84837,0.249,5.077177328,5.808327753,0.14516129,0.237,0.392,7.1,0.348,0.042118035,0.153729855,0.3,844,33.29694323,0.112841945,,,0.000187793,3364,0.36,0.41,0.831662843,0.441014799,0.055100182,0.288,3.955299895,0.331253545,10.31604614,254.8321954,112.4374567,9.2,0,0.103532278,0.793966152,0.366,122.7660421,73.92512749,573.8716884,156.7398119,,0.16,0.189,0.131,201.6,0.15,0.077172192,,44.0158457,0.411742657,0.133613039,0.039422543,0.000187793,,,2.481397373,2.3088048,0.005222789,-7389.734,0.65616495,46509,,0.638539043,53.61858518,49.6356026,0.203207981,4.310344828,16.00576207,,18.73957611,,20.077648,0.810756972,0.056134723,0.756723108,10650,0.162441315,0.24685446,0.30056338,0.00685446,0.001971831,0.001690141,0.025352113,0.655586855,0.003909304,0.499248826,1
AL,Covington County,12059.1712,0.236,5.105384766,5.948051195,0.106090373,0.247,0.366,6.8,0.356,0.547305706,0.151798123,0.208333333,431.9,39.94546694,0.125321292,0.000458852,0.000379096,0.000758191,8809,0.42,0.39,0.853447622,0.519995225,0.048642236,0.226,5.241949884,0.270729891,11.06642555,331.1214245,89.48063499,8.6,0,0.124916722,0.884730539,0.285,150.5551209,72.91764187,615.1549801,80.15537812,,0.163,0.197,0.121,157.1,0.181,0.05480485,16.22133105,25.26180415,0.377057509,0.159675172,0.036589741,0.000947739,0.95556579,0.057126031,2.934725219,2.668121746,0.087048387,-5216.6118,0.754933834,43544,,0.558761889,42.22432745,35.54989312,0.271954804,6.077606358,5.741319126,20.07429097,22.63967873,,52.19421452,0.742714238,0.099265765,0.751783928,36930,0.219008936,0.219198484,0.125101544,0.007500677,0.005090712,0.000108313,0.019144327,0.828784186,0.001458935,0.517167614,0.69651794
AL,Crenshaw County,12024.58011,0.246,5.118574454,5.887698588,0.110902256,0.24,0.356,6.5,0.356,0.2093341,0.15210434,0.5,798.7,31.88097768,0.133848954,0.000145222,0.000219282,0.000657847,5496,0.4,0.35,0.788207352,0.495844875,0.057092596,0.256,5.717060598,0.348249027,10.1655533,331.907361,95.56768654,8.7,1,0.088557214,0.783528993,0.476,146.9475297,72.58910799,620.8833825,,,0.162,0.191,0.129,173,0.155,0.135061835,,29.896599,0.385723295,0.168513854,0.045257285,0.000877129,0.925,,2.79990848,2.553168923,0.032228469,-5803.868,0.751321861,45927,,0.641618497,15.80482095,14.13535997,0.205783091,6.793478261,,,21.71992876,16.66666667,53.02971166,0.766713231,0.093656237,0.666334065,13681,0.225568306,0.199473723,0.237263358,0.006797749,0.011914334,0.000438564,0.024121044,0.700679775,0.004278075,0.514289891,1
AL,Cullman County,10570.64407,0.221,4.938510028,5.827438327,0.086176981,0.234,0.332,7.4,0.336,0.448312315,0.17237232,0.283333333,229.2,36.95395514,0.133711351,0.000596887,0.000485121,0.001514524,5447,0.46,0.43,0.822636182,0.551567961,0.043069695,0.174,4.29717883,0.187932051,10.62458218,129.3922855,97.61338862,9.3,0,0.11812561,0.870683469,0.328,103.9767067,73.91425364,529.2651496,48.02369169,5.381818182,0.155,0.188,0.108,93.9,0.164,0.028437443,19.46568676,24.98944411,0.365164124,0.172192754,0.034431445,0.000970242,0.95,0.138606676,3.119827164,2.99585269,0.051780599,447.4253,0.668003517,51844,,0.507116584,87.71771846,46.23416975,0.253086182,4.454774356,3.96384286,21.45870983,16.7885435,11.42857143,72.38600846,0.747928025,0.085283893,0.785649009,84515,0.222422055,0.190983849,0.012648642,0.006578714,0.006626043,0.00085192,0.04537656,0.916878661,0.006408125,0.505543395,0.732395592
AL,Dale County,10384.79307,0.23,4.90935025,5.636039736,0.084528466,0.22,0.381,6.5,0.329,0.271039382,0.152997617,0.22,567.4,32.2928936,0.120278981,0.000244041,0.000326804,0.001062113,4944,0.43,0.4,0.853141221,0.596246691,0.048720425,0.261,5.034164919,0.301176055,11.38859514,436.7214188,81.45345546,8.6,0,0.138457418,0.833213957,0.263,135.59452,74.90884591,502.7303526,62.24850492,8.060904613,0.153,0.18,0.128,322.3,0.178,0.087955021,8.838306581,21.18471914,0.408293992,0.154423257,0.031983313,0.000735309,0.96265,0.124315213,2.898242053,2.746068748,0.098190127,-6168.668667,0.698922297,48493,,0.618644068,31.77341487,29.93003795,0.194894108,3.067484663,6.094234274,20.70194708,22.39970025,9.583333333,76.44909666,0.586446792,0.11838736,0.808812162,48959,0.228313487,0.178373741,0.204150412,0.008782859,0.014420229,0.001797422,0.069364162,0.679568619,0.008472183,0.510202414,0.508885395
AL,Dallas County,15053.29458,0.289,5.584382629,6.017799663,0.140047676,0.243,0.474,6.2,0.412,0.559310817,0.127828867,0.385964912,935.6,35.43138514,0.111107328,0.000752769,0.000332428,0.000637154,6769,0.43,0.38,0.839483035,0.546376311,0.107394487,0.423,5.827940708,0.639943281,12.9046134,924.5611684,115.8117038,9.1,0,0.182430364,0.887931664,0.31,202.3321049,71.08750378,692.9970048,47.58705632,6.590772918,0.182,0.199,0.173,463.4,0.19,0.087671298,,34.71346773,0.440393488,0.144130968,0.026868757,0.000803369,0.933357143,0.184470588,2.482947088,2.2260336,0.32291338,-15176.78,0.744817483,37679,,0.832092199,54.72732797,54.48331263,0.314286473,9.22045264,33.25184804,13.43044461,40.87471899,35.47619048,108.109054,0.566616912,0.146268015,0.719449672,36098,0.232589063,0.195384786,0.704055626,0.003102665,0.005346557,0.000443238,0.01193972,0.26721702,0.002486172,0.537758325,0.456389776
AL,DeKalb County,10883.12568,0.273,5.574788499,6.049505841,0.084521739,0.25,0.353,,0.405,0.385816141,0.144001837,0.269662921,299.2,34.96636629,0.186570512,0.000447471,0.000279104,0.000293059,4613,0.34,0.42,0.780255041,0.505350501,0.045158772,0.202,4.559598359,0.204872711,8.669752353,312.3306881,103.0601586,7.1,0,0.120168389,0.839732832,0.328,137.3251635,73.84247827,526.5580449,60.84928212,7.908611599,0.181,0.2,0.13,102.5,0.172,,25.63433323,22.83342814,0.388134089,0.242547327,0.049554693,0.000711714,0.942620192,0.103856041,2.651262829,2.723096127,0.160417308,-2861.761,0.737060248,47156,,0.661676647,56.60764782,31.53855109,0.181567563,3.27255727,4.606744274,23.49667181,19.04372495,,41.16930844,0.731082875,0.08442969,0.784411151,71658,0.239610372,0.179170504,0.014373831,0.020542019,0.00517737,0.00630774,0.15262776,0.795710179,0.032627472,0.503223646,0.901306445
