state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,covid-19_age-adjusted_mortality_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,childcare_cost_burden_raw_value,childcare_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
TX,Uvalde County,9372.3501,0.296,4.637935943,4.429279711,0.070916905,0.165,0.406,5.6,0.372,0.720166635,0.171404666,0.0625,347.8,46.01818683,0.248508671,0.000373958,0.000411338,0.000560915,3305,0.3,0.32,0.758702909,0.536848503,0.064237183,0.307,5.244130605,0.380952381,10.47081261,267.5462708,65.30806109,8.7,0,0.149107657,0.789346247,0.151,119.7488824,76.002999,471.4657476,65.57603369,,0.151,0.144,0.155,120.5,0.142,0.250599068,,17.97914419,0.371838654,0.301292517,0.141221374,0.000785282,0.849930716,0.113954611,2.515470963,2.677915347,0.15134164,-5801.2155,0.65679522,49275,,0.75766755,78.68817388,10.65820159,0.205844749,5.649717514,,15.46529344,11.13205587,28.57142857,152.7632121,0.693307925,0.085805085,0.70339648,26742,0.266322639,0.169471244,0.006544013,0.012714083,0.012227956,0.000822676,0.724627926,0.251252711,0.082398205,0.507927605,0.313842075
TX,Val Verde County,8094.450431,0.323,4.824866206,4.444162476,0.065708779,0.17,0.413,5.8,0.393,0.766382291,0.175007488,0.25,432.4,55.79538975,0.235804575,0.000346762,0.000326344,0.000530309,4410,0.28,0.25,0.700171619,0.591298972,0.079419186,0.243,5.62281461,0.331284351,7.751147374,138.1498158,47.68756088,8.7,1,0.16720674,0.808116328,0.09,304.7860395,76.75582134,446.1523925,28.64919066,3.401939105,0.16,0.147,0.168,118.7,0.148,0.215941623,,11.36002843,0.377401698,0.297609577,0.11881538,0.000693481,0.85817931,0.091217362,2.547529854,2.660259389,0.120864393,-5368.0795,0.73726453,54346,,0.709364518,65.38569818,19.15424774,0.186637471,3.706449222,,10.48248912,9.37447778,21.96078431,169.0342352,0.648218208,0.109156949,0.671222846,49028,0.281533002,0.142653178,0.014073591,0.010646977,0.008954067,0.001835686,0.824263686,0.144815208,0.117942674,0.489006282,0.101577365
TX,Van Zandt County,8810.152534,0.218,4.386061645,5.000882585,0.071445303,0.207,0.364,6.7,0.304,0.274653379,0.21142999,0.148148148,178.5,28.71371878,0.239226643,0.000123697,0.000208576,0.000347627,4050,0.38,0.42,0.853007829,0.547584306,0.06127057,0.177,4.479354707,0.245469394,11.83954762,118.1447464,86.17021657,9.5,0,0.126688759,0.786444203,0.533,80.66128166,76.1180628,426.2594816,67.5037127,6.211180124,0.139,0.162,0.11,117.8,0.159,0.106706709,8.228420966,28.48737233,0.360725587,0.272002252,0.161335807,0.000330245,0.945121951,0.117502631,2.910972013,2.985936401,0.028631248,-1913.425686,0.74992728,57891,,0.539368544,50.92500936,28.19772231,0.202103954,4.280036686,6.474402801,18.09415371,17.87763829,5.185185185,33.56229766,0.78974334,0.082333808,0.774421782,57533,0.228581857,0.207967601,0.026906297,0.009264248,0.005475119,0.001512176,0.121217388,0.824900492,0.011878783,0.511323936,0.750185435
TX,Victoria County,8505.927709,0.248,4.217418464,4.386514902,0.077080724,0.177,0.384,7.2,0.323,0.731856256,0.195345816,0.241758242,506.1,37.12826127,0.20232552,0.000749316,0.000565611,0.001653324,5551,0.42,0.51,0.833965514,0.561911115,0.082847566,0.244,4.673470229,0.302260495,9.230702402,425.4282699,64.26316635,9.7,1,0.162236903,0.796591455,0.203,111.0802769,77.29781594,421.1902625,41.81543311,5.403579872,0.139,0.141,0.135,171.3,0.144,0.088573239,7.244933075,19.25259561,0.363432156,0.235912476,0.129206655,0.001044205,0.891195437,0.086704003,2.505059322,2.656444779,0.071601065,-4431.562333,0.642453653,53583,,0.652852494,33.80054664,25.37766014,0.230968777,5.793017066,5.123674637,19.94136653,17.15131805,38.80434783,247.2100771,0.672570726,0.107707006,0.72601476,91936,0.250696136,0.168997999,0.057670553,0.008810477,0.014303429,0.000870171,0.48346676,0.432148451,0.02957143,0.509626262,0.266265713
TX,Walker County,6901.842466,0.24,4.428067563,4.648089539,0.085135135,0.195,0.379,7.3,0.325,0.707210327,0.214948395,0.239130435,726.3,16.08971234,0.191662108,0.000287786,0.000401862,0.000651294,4828,0.35,0.45,0.859733642,0.477497977,0.072327175,0.208,5.586732699,0.272179156,6.303874142,375.1770879,54.5186858,9.9,1,0.218858331,0.832179593,0.387,118.8512084,78.07717618,384.3757858,48.30473386,,0.142,0.153,0.136,1018.4,0.151,0.062780047,9.650070078,14.94524064,0.404392247,0.210768666,0.13122464,0.000582008,0.807635904,0.173537703,2.552960407,2.658114783,0.038298368,-5701.95,0.82741424,43002,,0.540302149,27.13733608,27.43405455,0.368727036,6.926121372,2.590508377,12.22691292,7.748848743,26.09756098,197.5244566,0.518632023,0.200154262,0.831889851,72164,0.149187961,0.142065296,0.228063855,0.00834211,0.012028158,0.001247159,0.182057536,0.561623524,0.025713585,0.424657724,0.455828827
TX,Waller County,6571.460838,0.24,4.293100765,4.577280322,0.075902566,0.183,0.387,7.1,0.325,0.2135401,0.185738417,0.2,477.9,17.74465016,0.239109214,0.000144807,0.000156653,0.000243682,5756,0.34,0.44,0.852367688,0.58400593,0.077549992,0.174,4.298374651,0.222551005,4.706223075,344.0702782,64.36017751,10.2,0,0.196892942,0.819413872,0.481,53.8854901,78.65001674,359.3555522,41.90476191,6.096233399,0.137,0.148,0.13,146.9,0.134,0.110550423,9.045735237,17.36867353,0.381234125,0.276555889,0.156551374,3.48117E-05,0.957103539,,2.663543257,2.953315133,0.113687032,-6391.772667,0.8630725,69460,,0.687229035,58.69752909,48.65758036,0.228275266,5.143721634,3.859705229,15.09289046,11.22561236,6.111111111,75.83645126,0.692801232,0.10806687,0.787052483,57452,0.240009051,0.122328204,0.228904129,0.014951612,0.016448514,0.001218408,0.315445938,0.423396923,0.060153813,0.50375966,0.616410138
TX,Ward County,11444.8629,0.269,4.365220157,4.412278828,0.093111279,0.173,0.381,8.4,0.352,0.812816664,0.186905788,0.137931035,333.4,46.36233952,0.212475634,0.000166694,,0.00016533,6274,0.18,0.27,0.79549464,0.480654294,0.094312105,0.144,4.157267768,0.181900453,7.501250208,495.3877691,88.30471921,7.5,0,0.117572693,0.834086888,0.253,97.73221717,74.81842347,546.0855897,,,0.141,0.143,0.141,84.3,0.112,0.02632793,,40.12987487,0.366537553,0.242650285,0.156388889,0.000909316,0.96234375,,2.489476446,2.77376162,0.008852003,-1890.3105,0.588975444,57257,,0.470770422,8.642539582,4.899634815,0.242677751,3.351955307,,,,35.38461539,152.5633843,0.745853659,0.087867178,0.768292683,12097,0.293130528,0.134165496,0.041745887,0.015789039,0.006530545,0.000991982,0.555674961,0.378358271,0.044608295,0.493841448,0.278851567
TX,Washington County,7712.297858,0.211,4.089389435,4.6038301,0.080931264,0.178,0.369,7.4,0.299,0.597929889,0.196542809,0.243902439,181.1,19.84575836,0.197148818,0.000557383,0.000503201,0.000726846,2843,0.48,0.46,0.875238459,0.578131852,0.056494227,0.176,4.479153057,0.22306063,14.49194582,236.4202514,60.49983037,9.6,0,0.151050081,0.800858039,0.203,106.5043032,79.0330111,343.5462575,78.84362681,7.194244604,0.128,0.148,0.114,154.6,0.14,0.072772157,9.36671631,21.9455993,0.372153025,0.21638255,0.154895768,0.000670935,0.918545455,,2.878731244,3.091973404,0.021073068,-4507.3855,0.75805356,62667,,0.5725,40.5000373,32.66407333,0.231557279,5.416051206,,8.283833412,10.17754156,15.80645161,115.4447697,0.736956685,0.111313004,0.767810225,35771,0.213636745,0.228117749,0.16639177,0.006010455,0.01660563,0.000559112,0.169914176,0.635123424,0.034231741,0.511867155,0.534907171
TX,Webb County,6792.122255,0.342,4.982326827,4.467674198,0.08046875,0.168,0.418,6.8,0.389,0.923037586,0.162789391,0.237762238,409.2,52.26296345,0.302342748,0.000303631,0.000320512,0.000392537,4850,0.27,0.37,0.681523919,0.49286465,0.084504497,0.303,5.361585528,0.312564361,3.506209968,381.8164985,43.01606563,10.4,1,0.274640239,0.806831983,0.241,236.8310561,78.5310804,361.342537,44.03236794,4.899913695,0.167,0.148,0.178,240.7,0.158,0.096706214,12.28555977,9.515722902,0.384433462,0.390148369,0.145401736,0.000583403,0.941735845,0.082737754,2.883386813,3.239801417,0.124262515,-6820.612333,0.724797682,56588,,0.825858627,71.38126482,19.17076345,0.212995688,3.646629808,4.548724684,6.439774643,5.885644115,33.20588235,420.451102,0.629637873,0.154202304,0.722958289,277681,0.320054307,0.099805172,0.003543635,0.00576921,0.005988887,0.000540188,0.954357698,0.035674029,0.19906635,0.507110677,0.025996388
TX,Wharton County,8592.929999,0.275,4.596683682,4.661800413,0.090703518,0.18,0.393,7.5,0.354,0.614801357,0.167849252,0.086206897,370.6,43.20502749,0.256279029,0.000360959,0.000551757,0.000503778,5699,0.3,0.4,0.800453937,0.53253774,0.067739521,0.206,5.043190445,0.256278171,15.4009048,439.1520986,75.75648605,9.6,0,0.176663389,0.874239351,0.302,148.9851382,76.43251078,447.6415349,44.02020296,6.682086867,0.15,0.153,0.143,229.6,0.149,0.047808768,16.8188371,19.22964662,0.376847769,0.298250118,0.166636364,0.00086362,0.937435678,,2.821865406,3.038539697,0.079611729,-3293.8586,0.79968537,55887,,0.658977783,32.70942039,22.76280103,0.283715354,5.226480836,3.777252015,16.20424649,14.86361435,24.65116279,90.79215602,0.66343127,0.117880071,0.765870934,41685,0.25788653,0.178361521,0.124913038,0.008348327,0.005877414,0.000815641,0.428643397,0.43240974,0.05327045,0.507640638,0.498958333
TX,Wheeler County,10144.02827,0.246,4.528090479,4.868364697,0.069915254,0.198,0.377,7.3,0.326,0.400924214,0.199457207,0.095238095,98.9,28.4951024,0.262400794,0.00039557,0.000404367,0.000606551,4884,0.34,0.27,0.798973482,0.568351284,0.060197664,0.203,4.072360154,0.255866768,21.75632911,120.9189843,95.7964517,6.9,0,0.164079823,0.825714286,0.271,177.8689927,74.52431469,506.5175685,,,0.145,0.159,0.123,120.7,0.167,0.031033146,,32.02732999,0.368193578,0.287676184,0.209885932,0.001213102,,,2.891542294,3.283976351,0.101012251,285.4234,0.573243298,49838,,0.54912764,43.47869965,36.31867435,0.260463903,2.793296089,,,,,10.17732376,0.703398058,0.06961039,0.770873786,4946,0.247472705,0.202790133,0.025879499,0.017994339,0.008693894,0,0.25677315,0.690659119,0.054255539,0.498786899,1
TX,Wichita County,9385.271951,0.222,4.260642671,4.675572393,0.077820004,0.19,0.384,6.4,0.301,0.687673004,0.203668123,0.309859155,391.7,35.56330074,0.185705023,0.000839446,0.000773244,0.001726662,4670,0.41,0.45,0.882652218,0.592782179,0.06664738,0.209,4.88426736,0.295443012,9.906980262,380.2877192,75.30200185,8.5,0,0.166423358,0.750579839,0.079,151.0232615,75.19746908,503.1865129,78.13418917,7.625085675,0.135,0.152,0.12,141.3,0.17,0.112872638,13.58493984,13.18353096,0.385295768,0.213284943,0.122053569,0.001268721,0.970175507,0.077051926,2.740144717,2.798051543,0.101880203,-1755.81328,0.804501847,54659,,0.599075456,44.44370667,28.92235643,0.211639437,5.469678954,4.430530897,18.76721419,13.155169,41.96428571,308.6654251,0.609357617,0.13236906,0.808232725,133205,0.224916482,0.152899666,0.104357945,0.014331294,0.021936114,0.001553996,0.201929357,0.641297249,0.013721877,0.482699598,0.106669202
TX,Wilbarger County,10451.74558,0.283,4.883829864,4.981505267,0.093892434,0.209,0.388,5.6,0.368,0.213298855,0.1784208,0.190476191,266.3,45.85798817,0.217676266,0.000313259,0.000318674,0.001434034,5822,0.27,0.5,0.787379193,0.522078702,0.058597697,0.211,5.078796154,0.183170112,11.74720025,322.6921747,79.94106306,7.7,1,0.138651472,0.795033113,0.164,218.084773,74.023222,543.7924882,97.34513274,,0.16,0.166,0.142,,0.19,0.15591786,,22.27245899,0.387775532,0.256117455,0.117688266,0.00055768,0.915224359,,2.575993719,2.692022256,0.023490084,-3522.186833,0.797682555,51774,,0.640734266,15.58767395,23.59961713,0.223432611,9.234828496,,15.51175162,15.67471825,23.63636364,124.417317,0.59365016,0.110880399,0.702276358,12552,0.218929254,0.189372212,0.074888464,0.016650733,0.037284895,0.000796686,0.302820268,0.555369662,0.027343423,0.506851498,0.218913927
TX,Willacy County,9726.329787,0.384,5.525834989,4.704144806,0.079527136,0.197,0.455,4.6,0.453,0.114800759,0.159391387,0.28,383.9,40.4040404,0.233804156,0.000327746,4.72567E-05,0.000283541,6312,0.23,0.49,0.70070943,0.363955236,0.119751402,0.34,5.405593941,0.398547881,4.682086338,730.7771358,57.71307294,10.8,0,0.177280551,0.8325598,0.307,280.7576288,75.69531455,511.1046915,54.58515284,,0.188,0.161,0.196,630.2,0.188,0.256396845,,19.17558221,0.388774201,0.296180905,0.106903353,0.000614338,0.921615385,,2.807898643,3.004346287,0.07621293,-6486.527,0.72053674,40190,,0.867132867,,9.251600922,0.291415775,5.852231163,,12.04155238,,23,67.04065736,0.66967018,0.076592565,0.667460048,21161,0.23264496,0.14493644,0.019517036,0.006757715,0.009451349,0.000708851,0.884268229,0.085440197,0.077747856,0.446623506,0.345757658
TX,Williamson County,4427.456459,0.164,3.236815383,3.863558946,0.072903772,0.118,0.318,7.8,0.24,0.894681307,0.191141961,0.256038647,243,11.85967865,0.123687697,0.000687494,0.000569713,0.001362779,2915,0.45,0.52,0.932812549,0.756230036,0.058552915,0.063,3.584323906,0.173283984,6.231468578,164.900511,41.80420202,10.1,0,0.120482962,0.766541757,0.441,45.26089679,81.60368355,232.5143085,29.65448291,4.139179925,0.099,0.12,0.093,174.5,0.11,0.086903433,6.816421379,8.443418187,0.338605093,0.142600324,0.083161364,0.000776881,0.953418534,0.071167447,3.108937864,3.214824831,0.103619713,-1041.499755,0.752911197,91507,,0.294594834,40.6346555,28.35020876,0.180773056,7.427358799,1.636724141,13.3673597,9.504143245,12.30263158,234.2499222,0.681717904,0.104726295,0.940572954,617855,0.248129416,0.128620793,0.068344515,0.008900147,0.086458797,0.001663821,0.249053581,0.570991576,0.027557661,0.506193201,0.119899498
TX,Wilson County,6720.781583,0.211,3.7770813,4.172716347,0.074371322,0.151,0.37,8.6,0.294,0.564238781,0.210982183,0.205128205,195.8,18.49205682,0.165769746,0.000430781,0.000288334,0.000384445,3261,0.36,0.37,0.885699143,0.586515913,0.057042455,0.115,4.227200797,0.16871064,5.482670844,135.1965102,69.29482559,9.5,1,0.129266751,0.787441515,0.622,57.78644494,79.20778238,317.3531648,66.0515615,,0.119,0.131,0.118,117.3,0.109,0.015981301,8.479164085,20.86817401,0.358570027,0.186560042,0.119077307,0.000499779,0.954024927,0.104181432,2.892608178,3.0671864,0.065253449,-573.8335,0.705486732,74529,,0.41624145,35.86241572,19.30527618,0.207972735,5.837912088,12.46293725,13.36994373,23.89476744,13.52941177,65.44987912,0.872801252,0.092984049,0.861971831,52023,0.235088326,0.167522058,0.015819926,0.010034023,0.006670127,0.001134114,0.406339504,0.558848971,0.024937497,0.497760606,0.858614101
TX,Winkler County,12456.7406,0.285,4.521725633,4.471435213,0.096511628,0.177,0.394,8.5,0.36,0.964135021,0.187226029,0.307692308,437,43.16197866,0.210450346,0.000249688,0.000253582,,5036,0.15,0.22,0.688820423,0.444444444,0.09309235,0.169,4.554781709,0.108893709,7.490636704,125.1642781,133.0467711,7.5,0,0.138132296,0.82739486,0.306,204.1567985,72.45686545,585.2393419,109.4570928,,0.146,0.145,0.145,94.5,0.114,0.014399816,,60.09834274,0.371249979,0.240572172,0.154474867,0.000507164,0.960148515,,2.361351811,2.476383181,0.099238832,1787.174,0.668500243,77960,,0.532351394,40.31853735,34.13103446,0.178232427,1.709401709,,38.99855776,30.70310101,23,94.88079575,0.809396486,0.056371576,0.790297937,7887,0.290858375,0.119056676,0.021808039,0.021554457,0.008368201,0.000507164,0.625332826,0.332952961,0.116070195,0.481171548,0.181293952
TX,Wise County,7898.587416,0.211,4.100381734,4.666243193,0.062408223,0.183,0.367,7.7,0.303,0.320885551,0.201910375,0.283950617,191.5,24.37096562,0.216489054,0.000400091,0.000239154,0.000379832,4590,0.35,0.48,0.861356868,0.566756353,0.065308027,0.124,3.984974174,0.21206876,9.859396434,161.8587444,82.05665144,9.5,1,0.136548913,0.8044158,0.49,95.32398303,76.41407968,410.5892723,54.40616407,5.22993688,0.129,0.149,0.107,100.4,0.144,0.032135025,11.94041257,24.75247525,0.355991335,0.24528075,0.151498366,0.000872208,0.940128755,0.108571429,2.898779794,2.99975853,0.064986577,-1145.273686,0.769270612,71636,,0.467552148,63.32053793,25.82490976,0.22977274,5.172819187,3.443822643,18.05725665,15.58782268,11.12676056,66.35879944,0.796261346,0.095235867,0.824705671,71084,0.243444376,0.156420573,0.013589556,0.012309381,0.006274267,0.0007878,0.201817568,0.756246131,0.035485848,0.499732711,0.721074974
TX,Wood County,9465.211926,0.216,4.302272149,4.907838832,0.064366999,0.201,0.359,6.7,0.3,0.253074064,0.206508057,0.255319149,175.7,29.13165266,0.221788401,0.000417225,0.000367242,0.00034564,3311,0.41,0.41,0.856449693,0.476856203,0.065796082,0.214,4.462186662,0.259490741,13.39511188,175.1984035,93.56984479,9.6,1,0.152752571,0.791455908,0.468,95.77798308,76.20590626,455.9010568,40.58559212,,0.136,0.159,0.108,182.1,0.169,0.088498827,8.761746216,29.51480232,0.369740002,0.251657064,0.144865594,0.000691279,0.967453917,,2.94218785,3.045470102,0.06009319,-2627.9189,0.749082843,61886,,0.607188295,64.04081037,32.62301285,0.189057299,5.641748942,5.453822167,17.56863208,15.5210643,17.22222222,42.14602749,0.814130175,0.108145624,0.802225413,46291,0.187207017,0.279276749,0.050809013,0.010347584,0.006372729,0.000820894,0.107364283,0.816573416,0.017564703,0.503510402,0.741993137
TX,Yoakum County,9330.533313,0.291,4.523835403,4.447241082,0.060941828,0.175,0.386,8.6,0.36,0.79109024,0.183619011,0.2,218.1,42.74611399,0.261516377,0.000344313,0.000114916,0.000229832,4560,0.26,0.15,0.691959007,0.465116279,0.119331066,0.149,5.41084867,0.117025026,9.181682543,182.3636685,85.92262319,7.4,1,0.127102804,0.729956585,0.254,273.1664592,75.64503563,474.0531099,,,0.147,0.144,0.144,,0.09,0.053652027,,46.74925702,0.360292478,0.292860108,0.210614713,0.000574581,0.961057692,,2.505855785,2.235947423,0.033410529,-165.445805,0.451546486,67132,,0.594068582,,5.389776247,0.183727582,2.528445006,,,,,0,0.7727797,0.108210526,0.835832372,8702,0.331762813,0.120202252,0.009997702,0.01804183,0.006550218,0.000344748,0.682831533,0.288554355,0.108298172,0.488623305,0.37327072
TX,Young County,10430.83497,0.225,4.297473539,4.783071681,0.052062204,0.193,0.357,6.7,0.308,0.676334232,0.203370824,0.058823529,261,40.45478583,0.235315033,0.000888395,0.000726095,0.000614388,4841,0.29,0.42,0.848236523,0.633903134,0.052543893,0.221,4.652823267,0.250574185,11.66018878,169.4452036,107.6701077,8,0,0.112596763,0.798235806,0.178,111.0446753,73.95559938,510.2358066,64.37265918,,0.137,0.155,0.113,46.7,0.143,0.136950692,,25.25451819,0.368457901,0.263936753,0.171273222,0.000781948,0.964189189,,2.676454806,2.775584725,0.011183737,-3748.426267,0.616644385,54569,,0.585419274,35.89199387,25.37174954,0.211988492,7.759456838,,26.64495128,18.87001887,11.66666667,57.40848782,0.740488586,0.104128505,0.797490322,17904,0.232126899,0.20989723,0.01362824,0.013739946,0.008266309,0.000558534,0.192247542,0.768766756,0.016952156,0.501899017,0.335687332
TX,Zapata County,7845.625471,0.38,5.452895064,4.758637533,0.080683157,0.189,0.434,6.2,0.442,0.251319732,0.153145971,0.5,253.9,61.33735546,0.293343331,7.05268E-05,0.000141123,,6126,0.25,0.36,0.646912351,0.398105626,0.124130435,0.395,6.460982422,0.274600505,2.115805064,96.04170954,47.74476212,10.2,1,0.254256527,0.703471942,0.224,156.8604568,77.80387083,420.5184586,,,0.185,0.161,0.191,111.5,0.194,0.084227541,,11.01045994,0.388858155,0.389006623,0.134915544,0.000352808,0.92,,2.748391349,3.038622591,,-9640.693,0.84392,39876,,0.854606932,,21.38252918,0.302262012,3.822629969,,,,50.55555556,83.95219782,0.701002346,0.119944853,0.618255492,14172,0.324795371,0.135407847,0.002893029,0.004868755,0.002399097,0.000141123,0.949830652,0.042972058,0.221028218,0.50084674,0.235340277
TX,Zavala County,10910.17029,0.403,5.780714522,4.864961508,0.082987552,0.199,0.46,4.3,0.463,,0.143661798,0.25,498.3,50.19537121,0.218710493,8.44595E-05,0.000337838,0.000506757,5327,0.21,0.26,0.757217293,0.50370132,0.141107872,0.39,4.561817027,0.580254042,3.378378378,176.5536723,60.3682463,9.1,0,0.170940171,0.873784355,0.088,209.0819418,73.88662815,540.071417,,,0.2,0.168,0.207,106.2,0.215,0.230499503,,22.5824855,0.390642095,0.283899651,0.09455081,0.000844595,0.891517857,,2.235773555,2.256444931,0.091275965,-6827.3475,0.717798916,34898,,0.858954041,,23.36296464,0.290647029,8.139534884,,,,9.230769231,123.0466032,0.737615678,0.099801531,0.617310833,11840,0.282601351,0.146621622,0.00633446,0.011824324,0.002787162,0.00160473,0.93758446,0.050675676,0.055916893,0.488682432,0.380320288
UT,Utah,5984.722125,0.147615084,3.800427282,4.424218199,0.071470512,0.079007364,0.299,7.8,0.187,0.828608643,0.119092448,0.217488789,345.5,14.7017798,0.106683756,0.000575803,0.00068741,0.003628443,2110,0.42,0.49,0.929509246,0.715009873,0.046830553,0.075,3.710142474,0.145151153,3.493495548,229.4415576,67.24797324,5.7,0.344827586,0.135382511,0.744074002,0.253,48.64298752,79.71723761,291.2933385,46.40257704,5.220321558,0.110475967,0.136392129,0.083,121.7,0.111,0.057895119,18.89373982,8.420543307,0.312029495,0.120830633,0.08097527,0.0010225,,0.063870164,3.171765766,3.103573072,0.146914309,326.9917,0.715329762,77785,,0.327049358,70.213567,40.44112165,0.19832771,1.398314798,2.390734123,21.69178076,12.68231461,29.42035815,555.665289,0.705303759,0.102263946,0.893187289,3249879,0.285941723,0.117417602,0.01170659,0.015594427,0.026821922,0.011253034,0.145127557,0.776142743,0.021944184,0.496061238,0.094175409
UT,Beaver County,5448.419446,0.176,4.102849253,4.535252899,0.080508475,0.116,0.312,8.2,0.231,0.754714135,0.110132762,0,163.9,31.07658158,0.132188993,0.000894188,0.000739536,0.000739536,4248,0.32,0.23,0.913717386,0.699873897,0.039561992,0.114,3.141917629,0.072863148,0,53.96654075,97.26443769,4.9,0,0.112087912,0.733309659,0.199,,78.49349258,299.5255262,,,0.128,0.148,0.094,,0.116,0.042305092,,,0.33590614,0.148221344,0.106884058,0.001183257,,,3.658246038,3.504709796,0.025171299,255.9814,0.6857271,61858,,0.442307692,,27.33017693,0.214216431,3.316749585,,40.24322143,30.39513678,28,57.97177418,0.815634885,0.061419472,0.750112969,6761,0.317408667,0.152492235,0.0020707,0.021890253,0.00976187,0.003845585,0.122023369,0.839520781,0.029544317,0.489572548,0.565243627
UT,Box Elder County,6190.085187,0.163,3.946061521,4.460017343,0.072959184,0.109,0.342,8.2,0.219,0.711815908,0.106043106,0.159090909,149.9,19.87789294,0.10123868,0.000303322,0.000666585,0.004771344,1841,0.41,0.44,0.928936027,0.625889047,0.04359673,0.078,3.266473332,0.111593951,3.03322271,130.0611287,83.20586002,8.6,1,0.094508671,0.776860861,0.335,54.97878135,78.76382693,319.4892297,40.07958661,4.564666103,0.121,0.143,0.092,66.5,0.108,0.051067889,19.04727892,10.82262509,0.365510475,0.115705676,0.077039614,0.000421001,,0.078571429,3.198870397,3.117515402,0.023357811,1512.75,0.692466012,73926,,0.335644274,,18.64622688,0.178394611,0.690607735,,23.3462108,12.35370847,32.31707317,217.4259333,0.764359104,0.096995708,0.887541407,57007,0.3091901,0.132404792,0.003841634,0.011349483,0.008490185,0.002333047,0.09751434,0.866033996,0.010255093,0.491676461,0.310995498
UT,Cache County,4644.29929,0.159,3.987461568,4.414581375,0.064223159,0.097,0.338,7.6,0.192,0.807342707,0.087911331,0.111111111,216.7,9.425158641,0.09383349,0.000444309,0.000661518,0.001869173,1910,0.44,0.5,0.935382314,0.756860559,0.029201767,0.088,3.820825917,0.131592758,2.884113213,65.17605838,52.80198308,9.4,0,0.140921769,0.736758632,0.124,32.61002136,81.27139734,242.2025337,39.67273248,4.181750094,0.122,0.143,0.094,46.8,0.123,0.08529053,10.63937451,8.833537155,0.332933231,0.110965523,0.0655796,0.000646134,,0.043568681,3.354302371,3.351229432,0.074428126,54.347,0.677528,65391,,0.364427049,69.95224899,34.88710733,0.206939793,1.130156338,1.261933879,18.04740573,8.062578254,37.67441861,177.012113,0.62585584,0.11869948,0.893610571,130004,0.297829298,0.100527676,0.008807421,0.010576598,0.023014677,0.005638288,0.109127412,0.834997385,0.01888211,0.500776899,0.156875799
UT,Carbon County,9516.338642,0.187,4.281264781,4.673529782,0.102147417,0.128,0.342,7,0.256,0.518011494,0.124072432,0.166666667,205.2,19.81481482,0.099987587,0.000342081,0.000963391,0.0022158,3770,0.42,0.5,0.921580455,0.691678308,0.051895044,0.153,4.369838598,0.218603781,5.375555881,131.4405889,104.7110172,5.7,0,0.17208413,0.820188888,0.144,,75.6148035,435.9001022,51.93578848,,0.137,0.157,0.099,95.4,0.152,0.090348291,26.01964483,15.34972964,0.362589818,0.111473332,0.077341843,0.00105973,,,3.239794741,3.425204686,0.020313748,-860.2383,0.601982872,51902,,0.466209598,65.11308995,24.52647831,0.262263497,2.43902439,,24.54463518,21.52936802,61.2,186.3557968,0.72250705,0.133661391,0.802614714,20760,0.257899807,0.184441233,0.00539499,0.015944123,0.007514451,0.002456647,0.138198459,0.823699422,0.004798915,0.502601156,0.337148998
