state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,physical_inactivity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,access_to_recreational_facilities_raw_value,limited_access_to_healthy_foods_raw_value,fast_food_restaurants_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,mental_health_providers_raw_value,health_care_costs_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,high_housing_costs_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,access_to_parks_raw_value,driving_alone_to_work_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,drug_arrests_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,lead_poisoned_children_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
NH,Strafford County,5651.59,0.141,3.7,3.7,0.068,0.2,0.295,0.23,0.166,10.26740088,260.7,16.12739113,0.149,0.000738588,0.000608727,63.69999993,0.894873459,0.67183227,0.814871017,0.668132152,0.053,0.146,0.208,0.266526048,168.0154651,9.73,0,8.116356081,0.054098764,0.505681818,306,48.61543248,591.8955836,0.085,75,0.0004464,8539.38,0.182,0.054,0.131,54783,0.404686961,0.251735365,1.180161021,0.05,0.767991738,123857,0.20140969,0.121890567,0.009519042,0.002737027,0.026829327,0.000427913,0.01940948,0.925841898,0.006755534,0.512445804,0.324013545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,Sullivan County,6288.48,0.118,3.5,3.9,0.077,0.202,0.286,0.26,0.15,16.4635612,208,33.80040646,0.14,0.000663251,0.000274449,51.46999991,0.861774744,0.72745098,0.828767123,0.55758508,0.049,0.163,0.202,0.300054915,146.8274777,9.67,0.003892191,2.287073461,0.045845942,0.488888889,313,50.76277753,614.9479659,0.092,67.2,0.000343061,7603.32,0.168,0.056,0.125,47868,0.350517735,0.273405578,,0.13,0.789641362,43462,0.205673922,0.170539782,0.004394644,0.003083153,0.00644241,0.00016106,0.012263587,0.961161474,0.002829504,0.505038885,0.641625897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,New Jersey,5636.22,0.15,3.3,3.3,0.084,0.161,0.246564445,0.253180049,0.158,7.583187792,297.3420744,23.57222847,0.15,0.000847312,0.00077549,68.77999997,0.817522873,0.625368774,0.8317,0.65011224,0.093,0.146,0.223,0.28453949,315.1710083,11.63,0.074840737,14.13701747,0.036571288,0.499153455,295.1,41.93325686,548.5634506,0.087314844,497.1,0.000496273,9861.43,0.185,0.063,0.129,67574,0.441586128,0.273073116,4.561081329,0.451196091,0.716736247,8821155,0.231580785,0.136984329,0.129080035,0.005786997,0.086851438,0.000921421,0.181460364,0.588855314,0.063172269,0.512513724,0.053204463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Atlantic County,7755.01,0.185,4.1,3.7,0.087,0.209,0.282,0.253,0.182,13.23717819,490.6,36.2732545,0.155,0.00074272,0.000520632,72.77999997,0.804547654,0.637332281,0.842818255,0.550287941,0.129,0.182,0.23,0.373681314,519.0875489,11.21,0.131858698,12.37867082,0.105843381,0.369863014,376.9,63.61890723,878.7661406,0.098,661.8,0.000262137,10478.62,0.192,0.062,0.161,49983,0.483148948,0.38222831,6.145832731,0.36,0.757969622,274338,0.230219656,0.14438758,0.148998681,0.006626862,0.078607411,0.00065248,0.172826951,0.582168712,0.057650789,0.514245201,0.127135775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Bergen County,3916.07,0.123,2.8,2.8,0.077,0.137,0.218,0.237,0.167,5.250717784,115.7,7.324738833,0.146,0.001238159,0.001186293,60.80999994,0.837666764,0.620895127,0.925659534,0.759954581,0.079,0.082,0.212,0.18798022,105.5001121,11.41,0.106787428,19.31175126,0.010640776,0.497409326,215.6,24.8361791,337.0307167,0.077,230.6,0.000858545,9833.93,0.175,0.069,0.12,79037,0.447610584,0.133802181,1.276770282,0.51,0.704070652,911004,0.222119771,0.152359375,0.053724243,0.003948391,0.150491107,0.000690447,0.167590922,0.616363924,0.062826357,0.517329232,0.00101534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Burlington County,5894.71,0.124,3.4,3.5,0.084,0.157,0.276,0.238,0.15,9.257243474,289.7,18.22949793,0.103,0.000886179,0.000683561,67.8599999,0.830146649,0.634117989,0.920335181,0.683671099,0.089,0.079,0.186,0.253397336,154.3783903,11.54,0.112028948,13.13683011,0.043245569,0.562162162,302.2,41.92057827,614.3479984,0.092,220.5,0.000298362,9269.61,0.124,0.05,0.085,72594,0.38991836,0.161679651,2.298350104,0.22,0.823085664,449576,0.227641155,0.140912771,0.160962774,0.002893838,0.046061178,0.000693987,0.067294518,0.7031136,0.019137702,0.508657046,0.066631902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Camden County,7491.36,0.166,4.2,4.2,0.091,0.196,0.279,0.282,0.166,8.579296375,578,38.07861648,0.146,0.000969624,0.00066394,83.31999993,0.795791652,0.583746557,0.865911378,0.592327731,0.106,0.19,0.225,0.368061384,607.3389707,11.65,0.000344696,12.6557386,0.049578374,0.569486405,368.3,63.40879374,846.5640346,0.098,400.6,0.000490653,10041.18,0.181,0.058,0.125,57261,0.436094926,0.340576299,9.024974109,0.47,0.760682037,513241,0.240162029,0.129993512,0.184461101,0.005800394,0.053801236,0.000919646,0.147110227,0.598169281,0.043668013,0.517205368,0.016174217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Cape May County,7337.83,0.138,3.7,3.4,0.071,0.213,0.254,0.241,0.186,12.49663971,224.1,28.8206295,0.147,0.00055527,0.000493573,74.25999999,0.826942482,0.670596394,0.886626757,0.563769865,0.125,0.186,0.17,0.339437541,286.0780084,11.06,0.068920095,15.42416452,0.090432844,0.421052632,362.6,42.58433695,656.3115292,0.109,239.5,0.000174807,10271.18,0.174,0.068,0.113,52312,0.424578012,0.272761503,2.324956225,0.38,0.772925764,96601,0.184832455,0.22020476,0.044657923,0.003022743,0.009544415,0.00061076,0.064274697,0.865995176,0.023009957,0.513586816,0.174543772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Cumberland County,8144.49,0.246,4.2,4,0.095,0.245,0.333,0.309,0.178,18.81570435,478.7,70.3723838,0.196,0.000452647,0.000561028,81.62999988,0.783986656,0.637337414,0.796449285,0.386139276,0.134,0.257,0.281,0.445018608,564.1919654,11.46,0.037017505,7.650377737,0.092309883,0.561497326,412.3,82.76008183,1025.878004,0.105,667.3,0.000127506,10072.77,0.247,0.079,0.16,49465,0.426496029,0.48416698,7.600432298,0.18,0.793325725,157095,0.239969445,0.128030809,0.18688055,0.015436519,0.01422706,0.001069417,0.275845826,0.498921035,0.070286551,0.486291734,0.230270622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Essex County,7667.51,0.18,3.2,3.4,0.106,0.151,0.26,0.275,0.144,7.078036815,681.1,36.68655284,0.191,0.000835354,0.00087489,66.15999985,0.772201722,0.599659647,0.788708404,0.578309243,0.108,0.234,0.276,0.453625311,678.2079261,11.68,0.243268046,10.20279327,0.009747761,0.512613522,372.7,67.0677984,799.1693089,0.095,1585,0.000706543,9860.21,0.239,0.073,0.168,51021,0.49381604,0.433201744,16.5823079,0.69,0.618933811,785137,0.246283133,0.116927364,0.392741649,0.006784803,0.049070417,0.001296589,0.208471897,0.335244677,0.079141328,0.519137424,0.000145414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Gloucester County,6288.09,0.138,3.5,3.7,0.084,0.202,0.27,0.254,0.18,10.79760871,199.5,17.71211458,0.114,0.00053369,0.000426259,89.94999981,0.832665639,0.627669903,0.892748398,0.668512637,0.098,0.104,0.186,0.247504761,208.4775495,11.75,0.025820546,15.24828717,0.080024828,0.55345912,340.7,34.53805353,472.9014996,0.099,162.2,0.000173276,10032.2,0.141,0.047,0.099,70618,0.406004945,0.181161544,2.534649932,0.2,0.83869304,289104,0.238990121,0.126598041,0.098698046,0.002154934,0.027678621,0.000553434,0.049649953,0.807065969,0.013457538,0.51457607,0.083458209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Hudson County,5623.76,0.239,4.3,3.5,0.083,0.173,0.237,0.28,0.165,4.93217567,351.7,36.50762381,0.23,0.000529151,0.000565373,89.98999977,0.778045645,0.535274692,0.797384534,0.664216153,0.103,0.244,0.297,0.441830397,512.9229584,11.6,0.012235588,8.976674819,0.000436039,0.549883991,309.5,44.71267787,467.07352,0.077,1022,0.000200007,10352.53,0.276,0.082,0.211,55133,0.460532333,0.590121985,5.738839915,0.78,0.393415891,641224,0.206165084,0.104691964,0.114337579,0.011749404,0.141959752,0.001791886,0.423812895,0.308806283,0.147684332,0.503822377,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Hunterdon County,3899.69,0.085,2.6,2.6,0.067,0.136,0.208,0.188,0.182,5.791161796,93.5,4.336236005,0.076,0.001215389,0.000747932,54.3599999,0.849453978,0.673550437,0.950384856,0.763749451,0.069,0.045,0.16,0.139329339,53.64391786,12.19,0.048509411,14.02371566,0.021426831,0.4375,217.2,16.90589855,266.998932,0.07,268.5,0.000825841,9267.41,0.092,0.039,0.071,99216,0.39829312,0.044560527,,0.2,0.809592567,128038,0.227182555,0.13352286,0.02671863,0.001851013,0.034521002,0.000390509,0.055475718,0.87253784,0.012928492,0.500656055,0.495695331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Mercer County,6155.91,0.145,2.9,2.7,0.093,0.144,0.25,0.253,0.156,6.9542368,401.4,25.37839519,0.137,0.001005633,0.000716752,74.92999983,0.824819168,0.684340757,0.867958759,0.636315208,0.077,0.154,0.208,0.329074757,438.6300322,11.84,0,14.71658314,0.03124379,0.501886793,307.2,63.41552424,929.0501502,0.091,502,0.00088572,10223.73,0.166,0.063,0.104,71926,0.395388393,0.247456596,6.482763119,0.43,0.705995036,367063,0.223727262,0.129291157,0.194797623,0.005830062,0.093256471,0.001830748,0.155452879,0.540610195,0.056122538,0.510863258,0.034825504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Middlesex County,4623.15,0.14,3.1,3,0.083,0.127,0.237,0.272,0.131,6.400355543,214.1,16.58068109,0.151,0.000905338,0.000788162,64.50999999,0.81704344,0.599623352,0.904252549,0.693443198,0.084,0.108,0.237,0.234627699,188.7893325,11.78,0.14679541,10.85418756,0.036080494,0.547219771,258.2,33.770595,429.9106343,0.083,297.9,0.000502006,9593.41,0.183,0.069,0.118,73914,0.413075871,0.226134012,1.905723842,0.49,0.733891771,814217,0.22646297,0.124788601,0.090878722,0.006140869,0.222093128,0.00105623,0.189061393,0.485007068,0.073134075,0.50808077,0.006743157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Monmouth County,5223.43,0.114,3.1,3.4,0.076,0.16,0.219,0.219,0.174,7.506110656,171.8,14.39701217,0.116,0.001106321,0.000893933,66.91999984,0.828701839,0.638427948,0.934404278,0.706065926,0.086,0.093,0.201,0.20988226,207.2036373,11.51,0.094135836,18.70284664,0.043408218,0.443854996,281.1,30.86318952,417.886774,0.084,326.6,0.00057218,10386.68,0.144,0.047,0.109,79062,0.437444235,0.157388531,1.7969174,0.3,0.743117533,631020,0.233128902,0.141130234,0.070582549,0.003096574,0.051960318,0.000505531,0.099472283,0.765188108,0.03397436,0.513045545,0.037294965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Morris County,3860.63,0.093,2.6,2.8,0.075,0.129,0.219,0.21,0.165,5.119791417,104,6.759615294,0.098,0.001004707,0.001012826,52.91999996,0.833366007,0.66219963,0.940343821,0.76599705,0.07,0.055,0.162,0.140660539,78.77427768,11.79,0.076138656,22.32681999,0.032289592,0.469437653,213,25.02918319,367.8321137,0.073,187,0.000694161,8973.07,0.121,0.043,0.097,91420,0.387223593,0.081009212,0.61437497,0.32,0.791208568,494976,0.233376972,0.141909911,0.030195403,0.002981963,0.094097492,0.000365674,0.118229975,0.74440781,0.039632528,0.509875226,0.067693733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Ocean County,6052.61,0.144,3.5,3.5,0.063,0.176,0.271,0.261,0.148,9.966843802,131.5,19.82485592,0.13,0.00050725,0.000612855,72.79999995,0.853448276,0.658917732,0.890824272,0.610190301,0.1,0.196,0.225,0.198603539,128.8707692,11.28,0.028862242,9.868011025,0.102705717,0.524344569,325.3,32.74878315,356.8576562,0.109,120.8,0.000176586,10501.19,0.161,0.058,0.111,56851,0.454297035,0.208892741,1.517793472,0.24,0.821270981,579369,0.232951711,0.21081556,0.029898044,0.00282894,0.018898146,0.000362463,0.085629366,0.855506594,0.02069292,0.52073549,0.028983622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Passaic County,5679.51,0.214,3.6,3.6,0.087,0.167,0.244,0.276,0.148,5.738230572,380.7,37.20042924,0.202,0.000592098,0.000661874,72.2099998,0.821661998,0.593965517,0.798274078,0.525343636,0.111,0.245,0.25,0.357892092,497.6524111,11.5,0.00398222,9.569263526,0.016306133,0.525316456,299.9,41.59123651,493.5277363,0.086,654.2,0.000207334,9782.61,0.253,0.078,0.178,52243,0.533767215,0.497278954,4.498311403,0.61,0.71601218,502007,0.246416883,0.122609844,0.110888892,0.014189045,0.054471352,0.001673283,0.376909087,0.448075425,0.127681751,0.513863353,0.024100905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Salem County,8041.87,0.177,4.3,3.9,0.086,0.251,0.342,0.313,0.154,19.12386615,310.2,38.28646256,0.124,0.000469725,0.000272744,98.39999986,0.758865248,0.6523126,0.854885,0.53175998,0.108,0.176,0.226,0.358316685,263.1353433,11.81,0.007611367,18.18292018,0.026227241,0.567164179,408.2,65.24195217,1003.253796,0.104,274.1,0.000136372,10305.45,0.152,0.054,0.123,53890,0.391537354,0.329669348,4.346333216,0.1,0.844179683,65902,0.231282814,0.15139146,0.137795515,0.004992261,0.009195472,0.000257959,0.07072623,0.762389609,0.013365109,0.511152924,0.453006068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Somerset County,3680.36,0.098,2.7,2.6,0.08,0.1,0.216,0.213,0.135,4.68674094,153.3,11.95658568,0.101,0.001089244,0.000888675,57.7299999,0.84112478,0.680788591,0.936343913,0.754142751,0.071,0.062,0.195,0.144584937,83.07374921,12.01,0,23.14257679,0.02991795,0.483558994,209.9,21.95124968,281.6901409,0.067,201,0.000688106,9306.51,0.125,0.044,0.093,95915,0.399254906,0.124060082,1.622333402,0.25,0.783130725,324893,0.244963727,0.126161536,0.087234874,0.002960975,0.147953326,0.000603276,0.133443934,0.616809226,0.043064215,0.511894685,0.057926565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Sussex County,5918.31,0.118,3.2,3.1,0.069,0.188,0.267,0.219,0.184,9.522875375,89.1,8.855855144,0.107,0.000549605,0.000663548,80.03999996,0.799421965,0.56980057,0.855044767,0.66640286,0.091,0.069,0.193,0.164713055,61.65200866,11.62,0.274865927,14.74550597,0.040195225,0.45212766,305.1,30.34185153,524.052674,0.081,115.9,0.00032172,9347.02,0.128,0.053,0.132,82987,0.445782482,0.090334541,0.952287538,0.18,0.831661346,148517,0.231623316,0.125258388,0.017466014,0.002195035,0.018785728,0.000336662,0.066820633,0.88453847,0.00751412,0.503545049,0.398499313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Union County,5609.39,0.172,3.3,3.2,0.084,0.163,0.223,0.254,0.16,7.514222288,337.7,26.1080304,0.183,0.000729336,0.000800037,54.58999991,0.817983255,0.607432244,0.846647225,0.58231592,0.097,0.14,0.242,0.322467259,454.635091,11.85,0.034986962,15.07046839,0.012875526,0.429155313,289,44.60559465,552.5941224,0.086,636.5,0.000578632,8948.98,0.224,0.081,0.149,65178,0.469536905,0.380048263,5.595122351,0.76,0.674862369,539494,0.242024935,0.127193259,0.208751163,0.006958372,0.049952363,0.000949037,0.28050729,0.449033724,0.120650241,0.514450578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,Warren County,5142.58,0.137,3.7,3.6,0.077,0.191,0.274,0.259,0.159,10.6266719,121.4,15.95951732,0.122,0.000588934,0.00066255,70.79999995,0.751322751,0.606034483,0.906065595,0.630977979,0.084,0.101,0.205,0.240638595,115.0321878,12.07,0.032390162,18.40417407,0.051471061,0.550335571,280.5,36.14606816,509.2514004,0.083,120.2,0.000230052,9818.71,0.149,0.058,0.121,66857,0.42504498,0.15878112,1.574321763,0.11,0.805991955,108339,0.228855721,0.144204765,0.035721208,0.001975281,0.026555534,0.000692272,0.074063818,0.851466231,0.016790663,0.513406991,0.375648622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,New Mexico,8073.81,0.171,3.9,3.6,0.086,0.194,0.237474088,0.197918408,0.136,19.78419182,567.4106039,60.46711675,0.226,0.000709614,0.000516479,54.86999989,0.720861551,0.588296327,0.63,0.574973076,0.074,0.294,0.206,0.385271532,623.3225831,10.36,0.059802271,7.696355074,0.13127742,0.496498341,363.9,60.70841413,582.4063596,0.071571773,141.4,0.00039111,7650.15,0.278,0.11,0.161,42097,0.309386327,0.614318239,7.902161738,0.383124833,0.780358971,2082224,0.249453949,0.135612211,0.01842357,0.10109335,0.015572772,0.001572838,0.467312835,0.401787224,0.048991415,0.505283774,0.225729769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Bernalillo County,7466.35,0.145,3.7,3.6,0.088,0.185,0.199,0.16,0.132,13.60130986,681,52.23491368,0.203,0.000906047,0.000669752,32.13999999,0.815685078,0.627389642,0.634,0.632457041,0.076,0.27,0.18,0.383683464,813.2943613,9.88,0.004488978,9.180870678,0.061613971,0.554956897,344.9,54.31986733,551.087614,0.061,190,0.000632126,7207.98,0.243,0.105,0.132,44224,0.34871236,0.563037406,8.093341406,0.7,0.787647974,670968,0.238073947,0.124928462,0.025190471,0.056589882,0.025732971,0.001804855,0.481441738,0.412749937,0.045910483,0.509499708,0.041955192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Catron County,6798.07,0.232,3.2,4.5,,0.205,0.237,0.212,0.128,,80.5,,0.311,0.000534331,0.000267165,30.36999995,0.565217391,0.446428571,0.93255102,0.675521822,0.083,0.428,0.223,0.376367615,42.07573633,11.13,0.375,0,0.446849337,,282.5,,,0.089,,,6033.66,0.333,0.238,0.202,37277,0.158454647,0.630630631,,0.01,0.75543886,3733,0.151888562,0.293329762,0.00508974,0.030538441,0.002143049,0,0.187784624,0.762389499,0.009950249,0.482989553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Chaves County,9778.76,0.239,4.5,3.7,0.08,0.217,0.293,0.267,0.138,22.25439243,479.9,74.33372281,0.234,0.00074493,0.000334458,62.32999992,0.805416249,0.578778135,0.741688776,0.490928284,0.07,0.315,0.242,0.411587071,674.6638421,10.23,0.02179653,7.601325671,0.131771388,0.435294118,437.1,73.23577775,846.5011287,0.083,74.5,0.000152027,8641.36,0.297,0.113,0.213,35894,0.255812974,0.773390342,13.93709425,0.35,0.781945761,65890,0.280072849,0.14205494,0.016906966,0.02079223,0.008195477,0.002064046,0.528046745,0.431415996,0.072078259,0.504446805,0.2424861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Cibola County,10293.49,0.236,4.2,4.1,0.093,0.181,0.32,0.263,0.133,30.48940756,786.4,80.34235229,0.252,0.000622505,0.000476034,75.05999994,0.451327434,0.483412322,0.696,0.335531976,0.071,0.414,0.26,0.542467719,474.7239906,10.34,0,7.323592955,0.190168267,0.6,451.3,103.1257779,701.2622721,0.118,212.6,0.000146472,7200.89,0.323,0.103,0.147,33345,0.178922484,0.623268698,8.936550492,0.1,0.758394856,27658,0.247921036,0.131318244,0.009762094,0.409718707,0.006291127,0.001156989,0.375804469,0.215019163,0.033280757,0.492190325,0.553448719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Colfax County,10289.59,0.178,4.5,4.2,0.113,0.23,0.207,0.253,0.153,16.44669216,305.5,54.64297687,0.208,0.000582115,0.000291057,55.29999995,0.825396825,0.468085106,0.773228426,0.54628331,0.08,0.284,0.205,0.425997881,515.7944629,10.22,0.167320138,7.276431638,0.21265118,0.314285714,388.2,95.30410674,1642.036125,0.079,61.9,,6257.28,0.245,0.112,0.155,33988,0.255319149,0.53101737,,0.4,0.723202171,13640,0.204032258,0.208870968,0.003445748,0.022140763,0.004398827,0.001466276,0.476173021,0.49340176,0.015614237,0.490835777,0.523563636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Curry County,7052.31,0.192,4.2,3.6,0.082,0.231,0.27,0.275,0.145,18.92147588,680.1,92.6634362,0.22,0.000531046,0.000694444,80.56999993,0.695876289,0.602597403,0.742678478,0.586721728,0.05,0.283,0.202,0.393527706,607.1297317,9.49,0,10.2124183,0.151485549,0.492063492,377.5,58.80790682,598.5267035,0.087,88.8,8.16993E-05,8538.07,0.281,0.097,0.171,38423,0.261572751,0.630932728,7.629627369,0.34,0.818098089,49649,0.281999638,0.112288264,0.057141131,0.021511007,0.014965055,0.001812725,0.398296038,0.504682874,0.04058528,0.494249632,0.140689598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,DeBaca County,8887.43,,4.9,4.2,,0.156,0.22,0.285,0.088,,148.4,55.28846154,0.261,0.000496278,0.000992556,54.81999993,0.833333333,0.62962963,0.945,0.606951872,0.049,0.37,,0.26984127,,9.79,0.716981132,0,0.491550318,0.333333333,382.9,,,0.091,,,7708.55,0.306,0.157,0.149,30017,0.194711539,0.455414013,,0.08,0.767441861,1945,0.214910026,0.23496144,0.002056555,0.009768638,0.002570694,0,0.389717224,0.585604113,0.013946281,0.502313625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Dona Ana County,7111.48,0.211,3.7,3.4,0.075,0.157,0.256,0.176,0.16,12.30830717,574.5,69.43985186,0.259,0.000541627,0.000422849,57.14999998,0.75136612,0.60631579,0.739554404,0.595452468,0.075,0.395,0.224,0.381003532,402.8344329,11.42,0.101044126,6.176446833,0.209249311,0.495901639,334.8,53.20455104,541.5047461,0.07,150.6,0.000327827,8622.05,0.331,0.107,0.199,36136,0.357246935,0.717397837,3.837295764,0.09,0.802437415,213598,0.26452963,0.12610605,0.014377475,0.022181856,0.012528207,0.001437279,0.658863847,0.299497186,0.097310243,0.50896544,0.192904561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Eddy County,10124.26,0.202,4.5,4.5,0.077,0.204,0.308,0.276,0.147,24.36780602,369.7,79.33020155,0.179,0.000463659,0.000315288,75.12999988,0.825791855,0.580152672,0.791009346,0.503757045,0.045,0.22,0.218,0.333668342,582.2369685,10.75,0.061872643,9.273169013,0.13060655,0.5,449.9,70.00664166,817.7261936,0.109,35.3,,9368.55,0.226,0.079,0.177,46212,0.197116122,0.47928936,7.666276052,0.38,0.761433186,54152,0.257368149,0.141158221,0.012132516,0.023304772,0.007940612,0.000997193,0.447333432,0.514902497,0.033595078,0.499261339,0.208549295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Grant County,8938.41,0.199,4.6,4.4,0.104,0.198,0.231,0.204,0.152,18.84394795,464.2,74.35740514,0.203,0.000815966,0.000407983,53.86999989,0.839285714,0.615034169,0.8018,0.60290007,0.079,0.33,0.232,0.410576164,381.989318,11.92,0.001600587,3.399857206,0.15178576,0.4,403.8,38.12283176,,0.076,78.7,0.000407983,6662.4,0.244,0.105,0.2,34686,0.234009865,0.655387355,7.730850442,0.08,0.73728887,29380,0.214635807,0.220558203,0.007181756,0.018481961,0.005309735,0.001021103,0.482675289,0.486793737,0.016840446,0.506705242,0.423527817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,Guadalupe County,6825.87,0.133,3.1,2.7,0.104,,0.247,0.235,,45.55255246,682.7,50.83088954,0.217,0.000638162,0.000425441,75.4599998,0.793814433,0.522727273,0.794107692,0.424922601,0.106,0.329,0.219,0.462037037,1042.028482,9.78,0.076308784,0,0.217118996,0.3,362.7,,,0.07,,,6688.28,0.269,0.1,0.209,29187,0.307065217,0.97127223,,0.05,0.860843819,4619,0.209785668,0.162372808,0.01558779,0.025330158,0.015371293,0,0.794760771,0.159341849,0.011223345,0.433860143,0.440793685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
