state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,physical_inactivity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,access_to_recreational_facilities_raw_value,limited_access_to_healthy_foods_raw_value,fast_food_restaurants_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,mental_health_providers_raw_value,health_care_costs_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,high_housing_costs_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,access_to_parks_raw_value,driving_alone_to_work_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,drug_arrests_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,lead_poisoned_children_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
US,United States,6811.19,,,,0.082,,0.269,0.238,,13.23583249,,39.3049889,,0.000729577,0.000573412,66.57999992,0.838119034,0.653660976,,,,0.225,,,,,0.052527173,,0.056530469,,342.7,57.51018974,674.4972055,,,0.000426796,9583.69,,,,50502,,,,0.39959415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Alabama,9608.9,0.201,4.2,4.1,0.104,0.225,0.328704498,0.306612854,0.123,23.14577013,562.2695479,49.33199223,0.169,0.000609353,0.000411669,80.06999993,0.83688296,0.652707655,0.72,0.564407638,0.09,0.276,0.225,0.371124987,426.569135,12.85,0.012789908,7.293014734,0.07675223,0.538071066,464.6,79.20378908,925.677532,0.126570628,272.3,0.000196222,10048.35,0.212,0.063,0.163,41427,0.296860265,0.487012464,9.137052263,0.159902388,0.838331244,4802740,0.234687491,0.140042143,0.261886548,0.006933126,0.011900499,0.001088337,0.040366124,0.667648259,0.014784542,0.514966248,0.409631829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Autauga County,8376.42,0.232,5.1,4.3,0.094,0.235,0.341,0.322,0.165,23.91699976,362.8,42.50559284,0.136,0.000366052,0.000256237,70.94999981,0.847715736,0.684659091,0.8,0.54390742,0.08,0.21,0.237,0.264715936,300.3366832,13.31,0,7.321046178,0.097935304,0.52173913,439.5,59.21564647,807.4162679,0.123,185,3.66052E-05,9489.02,0.174,0.053,0.175,48863,0.268076808,0.361167205,3.573804562,0.2,0.873218613,55267,0.260336186,0.122550527,0.183255831,0.004831093,0.009246024,0.000940887,0.026019143,0.764018311,0.005379546,0.51220439,0.420021623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Baldwin County,7770.16,0.125,3.3,3.8,0.088,0.226,0.255,0.251,0.187,19.97539433,306.1,48.24262742,0.191,0.000742119,0.000425627,56.20999992,0.808710504,0.698739977,0.74,0.621414654,0.081,0.205,0.193,0.281419644,214.7352096,11.8,0.07855243,8.730812675,0.054602606,0.35443038,365,58.71173145,589.0753302,0.114,179,0.000174616,9618.34,0.231,0.091,0.155,50144,0.300464972,0.367619386,4.178952788,0.05,0.830036816,186717,0.227986739,0.170723609,0.095749182,0.007192703,0.007556891,0.000658751,0.045293144,0.832463032,0.016554443,0.51151743,0.422790991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Barbour County,9458.14,0.224,5,4.1,0.123,0.235,0.37,0.342,0.127,26.17344268,644.6,74.43262974,0.185,0.000438116,0.000328587,109.26,0.858316222,0.647686833,0.610878544,0.421248835,0.114,0.398,0.176,0.565210277,150.0494281,12.11,0.077501446,3.650967506,0.114203157,0.558823529,459.3,105.2588964,1539.338655,0.14,344.5,3.65097E-05,9761.77,0.236,0.064,0.171,30117,0.324017103,0.663889612,5.132047584,0.04,0.78374087,27119,0.218112762,0.146244331,0.464065784,0.006489915,0.004461816,0.001696228,0.053468048,0.466794498,0.015457742,0.465430141,0.677896347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bibb County,11543.9,0.21,5,5.3,0.119,0.328,0.34,0.372,0.132,33.78787589,327.3,47.78622976,0.177,0.000262238,0.000218532,87.32999992,0.854785479,0.572289157,0.73,0.424073467,0.099,0.305,0.291,0.376874063,246.4975506,13.68,0,4.370629371,0.02144661,0.454545455,541.8,103.8911976,1192.145863,0.118,99.5,,11269.81,0.224,0.061,0.179,37347,0.219930796,0.535022779,7.650085107,,0.831802912,22766,0.220504261,0.132610033,0.222173417,0.003118686,0.001273829,0.001317755,0.019898094,0.745234121,0.008022762,0.461389792,0.683526075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Blount County,8505.64,0.215,5.2,4,0.076,0.22,0.32,0.359,0.054,28.30253626,113.4,49.02645256,0.193,0.000209107,0.000191681,95.18999982,0.844660194,0.66025641,0.810911975,0.433275331,0.083,0.222,0.143,0.263420191,101.8488149,13.04,0.067298743,5.227664802,0.010624677,0.564102564,426.2,63.88302309,605.7413748,0.126,80.8,1.74255E-05,10238.2,0.239,0.081,0.154,41940,0.238140689,0.439313603,4.079644867,0.01,0.800178223,57677,0.243944727,0.150337223,0.016817796,0.006224318,0.002149904,0.001074952,0.085580041,0.880038837,0.029679299,0.505522132,0.89951502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bullock County,9883.66,0.251,5,,0.141,,0.394,0.309,,58.66402461,769.7,85.7449089,0.162,0.000550812,0.000183604,117.26,0.761111111,0.569767442,0.71,0.390097022,0.153,0.411,,0.671560403,386.0765358,12.48,0,0,0.201517301,0.5,514.8,,1191.895113,0.156,358.4,,9567.91,0.211,0.052,,26038,0.296276596,0.901203293,,0.01,0.791815857,10542,0.218744071,0.136122178,0.683361791,0.009011573,0.002086891,0.008062986,0.077499526,0.228799089,0.031452087,0.457313603,0.513743815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Butler County,11005.65,0.198,3.8,3.2,0.104,0.29,0.408,0.366,0.097,28.73327313,644.5,61.78764247,0.171,0.000334273,0.000286519,142.9599996,0.828125,0.598984772,0.72,0.473188702,0.116,0.357,0.276,0.507655598,370.1762432,12.4,0,0,0.028320291,0.470588235,553,63.98582468,1020.408163,0.166,207.4,4.77532E-05,10612.92,0.219,0.055,0.172,30489,0.325463535,0.678741093,9.57775771,0.1,0.880888548,20650,0.236077482,0.170556901,0.431767555,0.003631961,0.009152542,0.000532688,0.010847458,0.537723971,0.001383764,0.53094431,0.712321574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Calhoun County,11097.28,0.235,5.1,5,0.092,0.262,0.336,0.339,0.127,22.73433881,565.9,51.26341295,0.161,0.000624863,0.000447537,99.23999977,0.800773694,0.599838969,0.7854031,0.49197897,0.092,0.318,0.224,0.397828529,725.3925069,13.05,0,7.599682502,0.100438239,0.552941177,532.3,81.3361308,908.0748813,0.142,175.6,0.000092885,11551.97,0.201,0.054,0.179,39060,0.295690613,0.509823921,11.30572524,0.17,0.853155861,117797,0.228138238,0.145572468,0.206057879,0.005246314,0.007691198,0.000942299,0.034236865,0.733295415,0.010361474,0.518765334,0.336968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chambers County,10367.83,0.396,4.8,4,0.114,0.238,0.352,0.358,0.079,27.08292299,663.5,64.4102046,0.188,0.00041004,0.000263597,89.29999995,0.860495437,0.645390071,0.791394659,0.464864221,0.114,0.391,0.326,0.501146497,583.2395375,13.2,0,5.857716077,0.088215249,0.536585366,531.1,62.83183061,761.0350076,0.162,281.6,2.92886E-05,9133.38,0.237,0.059,0.21,33500,0.31204837,0.651300963,8.206946359,0.02,0.826524436,33939,0.222546333,0.169686791,0.384837503,0.002150918,0.00592239,0.000441969,0.016765373,0.581071923,0.003089662,0.522113203,0.491480345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cherokee County,9408.68,0.231,5.1,4.3,0.093,0.254,0.306,0.359,0.14,25.78244104,257.8,52.40600039,0.188,0.000307728,0.000115398,115.5,0.885947047,0.64084507,0.72,0.45909767,0.087,0.366,0.23,0.27700414,241.4431717,12.92,0,0,0.001326864,0.666666667,466.5,72.66781724,746.2686567,0.132,100.1,,10813.24,0.23,0.07,0.148,34738,0.273809524,0.508208772,,0.03,0.817540022,26057,0.211075719,0.184019649,0.049276586,0.005526346,0.002264267,0.000268642,0.013930997,0.916874544,0.00179482,0.504279081,0.85736273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chilton County,10330.43,0.211,4.8,4.8,0.098,0.208,0.353,0.309,0.109,36.11496598,197.1,56.69003353,0.2,0.000182974,0.000228718,68.19999981,0.839285714,0.620938628,0.73,0.437171195,0.086,0.284,0.226,0.302999632,876.2770985,13.6,0,6.861534239,0.016886043,0.555555556,521.7,98.50411197,1039.370079,0.119,81,2.28718E-05,10632.88,0.254,0.07,0.143,38833,0.274190576,0.523094541,4.681569663,0.01,0.799797434,43895,0.24784144,0.140927213,0.099350723,0.00514865,0.003462809,0.001936439,0.077708167,0.80820139,0.022474966,0.507415423,0.867447242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Choctaw County,11985.42,0.333,7.3,4.6,0.108,0.192,0.383,0.35,0.079,44.96807267,432.9,48.0349345,0.179,0.000360985,0.000505379,63.69999993,0.843230404,0.668604651,0.78,0.414414414,0.114,0.359,0.268,0.455844981,117.4225745,12.96,0,0,0.116280684,0.375,515.6,,,0.169,241.5,,10079.29,0.22,0.073,0.241,32940,0.228848016,0.68343697,,0.05,0.792107118,13609,0.220736278,0.190388713,0.432360938,0.001469616,0.001543097,0,0.006319348,0.553751194,0.000758841,0.522742303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clarke County,9309.47,,3.5,2.4,0.122,0.2,0.354,0.38,0.129,31.34000119,762.6,42.28390623,0.166,0.000543141,0.000271571,108.3299999,0.787658802,0.621818182,0.774857609,0.511243386,0.152,0.352,0.277,0.495896657,491.4665284,12.7,0.123311173,11.63873371,0.112325127,0.631578947,452.2,48.828125,1093.247588,0.147,107.2,3.87958E-05,10074.33,0.209,0.067,0.175,32642,0.274851876,0.600649351,8.105172721,0.01,0.880347992,25695,0.242187196,0.165752092,0.438334306,0.004475579,0.003541545,0.000155672,0.012025686,0.535318155,0,0.528663164,0.759803352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clay County,9914.91,0.239,5,4.6,0.109,0.213,0.343,0.375,0.061,20.31797633,394.8,50.55487053,0.188,0.000358809,0.000143524,144.3199997,0.80952381,0.581699346,0.8,0.414224751,0.118,0.285,0.266,0.304529393,224.7937262,13.23,0,0,0.019289483,0.4,500.7,77.80890134,,0.148,130,7.17618E-05,10799.9,0.23,0.077,0.223,32454,0.227000171,0.524201355,,0.04,0.792406957,13862,0.222695138,0.186481027,0.1496898,0.004400519,0.001947771,0,0.028711586,0.799740297,0.012565287,0.511253787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cleburne County,10738.45,0.19,5.5,4.5,0.079,0.183,0.299,0.335,0.092,24.31717376,220.4,57.89009697,0.176,0.000133529,,91.64999986,0.787545788,0.503030303,0.92,0.430037817,0.083,0.259,0.245,0.295849692,292.9862229,13.04,0,0,0.005369356,0.636363636,531.6,,,0.124,104.1,,10151.71,0.22,0.068,0.192,39153,0.247600073,0.485575122,11.67224341,0.01,0.777854195,14835,0.233771486,0.162184024,0.039433772,0.003572632,0.00182002,0.000808898,0.023929896,0.921671722,0.009037441,0.503943377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coffee County,8402.75,0.191,3.4,3.8,0.092,0.185,0.321,0.286,0.117,23.77749084,622.6,48.95356148,0.181,0.000438535,0.000318935,95.14999986,0.840772015,0.701902748,0.842594792,0.586794462,0.071,0.24,0.227,0.367985673,341.0826273,11.74,0,9.966711185,0.074254117,0.507042254,398.2,95.21794329,966.1835749,0.133,132.5,1.99334E-05,9246.25,0.225,0.074,0.136,42173,0.263737433,0.363352365,3.310789864,,0.846853824,50526,0.241420259,0.146577999,0.170486482,0.0147053,0.013339667,0.004571904,0.063689981,0.719847207,0.020749418,0.506531291,0.471950829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Colbert County,10591.14,0.242,4.7,4.5,0.11,0.302,0.331,0.347,0.095,20.73681309,497.9,54.94058278,0.147,0.000605605,0.00033033,69.57999992,0.896472393,0.650069156,0.746339591,0.550173795,0.09,0.284,0.207,0.327756971,439.1850677,13.19,0.053362428,9.175827201,0.050898157,0.551282051,493.2,86.47669247,909.6816114,0.134,94.7,0.000055055,10491.2,0.181,0.056,0.173,37269,0.273138608,0.444128114,6.037300014,0.02,0.867149099,54512,0.218704139,0.175704432,0.161744203,0.005485031,0.004567802,0.000385236,0.022233637,0.793091429,0.007181503,0.519371881,0.438946866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Conecuh County,12941.65,0.197,5.1,4.1,0.116,0.192,0.33,0.361,0.058,47.98208669,604.8,53.37858686,0.186,0.000378158,0.000151263,178.8499999,0.747747748,0.582352941,0.79,0.314778518,0.148,0.403,,0.531531532,377.4634457,12.12,0,0,0.14783095,0.5,572.9,79.4849376,,0.167,261.3,7.56315E-05,11669.29,0.234,0.065,0.183,26914,0.290959253,0.812755998,10.66268593,0.02,0.871284635,13105,0.223960321,0.186035864,0.462418924,0.003815338,0.001831362,7.63068E-05,0.014956124,0.508431896,0.002482383,0.514536437,0.809495011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coosa County,11435.34,0.223,3.5,3.9,0.117,,0.338,0.348,0.131,33.59922349,476.6,47.79411765,0.168,8.72753E-05,,100.04,0.85,0.62601626,0.47,0.323443223,0.106,0.356,,0.393784589,229.9770023,13.45,0,0,0.065244803,,525.8,,,0.151,114.2,,10470.18,0.203,0.063,0.241,34391,0.302764088,0.649960846,,0.02,0.828618968,10713,0.209838514,0.139083357,0.307196864,0.006254084,0.001960235,0.001493513,0.022309344,0.656212079,0.000278992,0.50060674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Covington County,9829.79,0.23,3.7,4.5,0.096,0.311,0.364,0.373,0.123,30.52969012,471.3,69.77567887,0.175,0.000634921,0.000343915,153.3099999,0.856812933,0.661971831,0.761597077,0.448000911,0.089,0.342,0.151,0.394477086,292.646256,11.75,0,5.291005291,0.030467534,0.536585366,473.9,87.69109351,853.9325843,0.129,104.9,,10976,0.219,0.064,0.18,32138,0.278998779,0.470196413,4.197832392,0.11,0.799535193,38058,0.224289243,0.185690262,0.127647275,0.006306164,0.004861002,5.25514E-05,0.013926113,0.835514215,0.008854049,0.515791686,0.69651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Crenshaw County,9645.21,0.203,4.3,3.4,0.097,0.148,0.372,0.335,0.127,35.01040015,647.2,55.02612973,0.189,0.000144113,0.000144113,87.9599998,0.774193548,0.588235294,0.87,0.427015892,0.087,0.279,0.177,0.450453172,257.0485416,12.25,0,0,0.158353736,0.285714286,499,74.21701054,,0.139,163.5,7.20565E-05,9528.05,0.231,0.085,0.11,34534,0.234867257,0.50369726,,,0.790037402,13911,0.235928402,0.15972971,0.240025879,0.004456905,0.01797139,0.000790741,0.016964992,0.706850694,0.010622851,0.51707282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cullman County,9060.4,0.218,4.1,4.5,0.093,0.248,0.32,0.294,0.098,32.52628609,213.9,56.68437483,0.189,0.000571457,0.000385112,64.62999988,0.879422383,0.712101911,0.769481067,0.490089197,0.081,0.279,0.167,0.244103393,186.8332852,12.95,0,6.21148877,0.031533743,0.524271845,467,55.88971097,628.5602043,0.132,50.6,3.72689E-05,10559.13,0.236,0.069,0.153,39395,0.268651958,0.447588525,3.054955047,,0.812478691,80536,0.229102513,0.162138671,0.013149399,0.005761399,0.004544552,0.000422172,0.044775008,0.922717791,0.014563751,0.505165392,0.732395592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dale County,8911.89,0.238,5.1,4,0.084,0.235,0.356,0.313,0.152,21.33573216,443.8,53.23373676,0.149,0.000278092,0.000297956,78.61999989,0.838751626,0.681415929,0.762655602,0.622976619,0.083,0.275,0.171,0.296603283,391.3534897,11.65,0,3.972746956,0.102838226,0.52238806,453.1,76.56967841,710.7709131,0.132,298.5,3.97275E-05,10397.68,0.19,0.051,0.135,41568,0.213272335,0.518785462,5.766414098,0.02,0.826640232,50044,0.245164256,0.137918632,0.192790345,0.008552474,0.011709696,0.001138998,0.055990728,0.708696347,0.010900361,0.507913037,0.508885395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dallas County,12898.83,0.26,4,3.7,0.126,0.212,0.414,0.34,0.107,26.80965148,1264.3,76.73404677,0.161,0.000548045,0.000251187,84.7099998,0.698595147,0.653225807,0.710302234,0.44182108,0.162,0.499,0.334,0.591986213,750.1063295,13.19,0,2.283522105,0.115634544,0.538461539,585.4,86.8349712,709.2198582,0.16,370.4,6.85057E-05,9813.2,0.21,0.048,0.244,25859,0.363448235,0.770073447,19.7034788,0.05,0.815713301,43332,0.262831164,0.145366011,0.690390474,0.002100065,0.003830887,0.000300009,0.007915628,0.289578141,0.001893613,0.537270378,0.456389776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,DeKalb County,9152.78,0.21,4.7,5.2,0.089,0.17,0.339,0.275,0.098,25.35037098,178.6,63.94591577,0.235,0.000309328,0.000210905,94.52999997,0.879182156,0.613458529,0.858850941,0.394214162,0.112,0.295,0.262,0.311737346,126.4714934,12.97,0,5.624138804,0.022543408,0.555555556,475.2,53.2372333,501.4464802,0.113,74.4,,10361,0.303,0.076,0.189,35487,0.254504505,0.587118361,2.679307502,0.03,0.834192287,71375,0.256476357,0.140609457,0.017807356,0.021576182,0.003964974,0.008238179,0.139600701,0.809078809,0.051097341,0.506577934,0.901306445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Elmore County,8604,0.175,4.1,3.7,0.09,0.212,0.315,0.317,0.097,25.93989838,477.9,44.19055831,0.143,0.000288981,0.000138208,84.19999981,0.837164751,0.689597315,0.740239237,0.550259256,0.083,0.207,0.149,0.3018747,142.5929266,13.23,0,6.282196256,0.065595762,0.424242424,432.5,73.25031631,682.5938567,0.123,208.2,2.51288E-05,10227.08,0.179,0.058,0.136,54866,0.257753249,0.410466193,6.203019179,0.03,0.855195963,80162,0.230433372,0.123262893,0.209014246,0.004066765,0.006586662,0.001135201,0.02814301,0.739564881,0.010118524,0.512150395,0.541883661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Escambia County,10537.95,0.259,5,4.8,0.108,0.207,0.355,0.376,0.072,37.31301093,446.3,70.8176531,0.195,0.000548375,0.00033947,130.4599996,0.745762712,0.617777778,0.762395965,0.437223043,0.105,0.315,0.205,0.500849089,515.6320238,11.88,0,5.222613918,0.075767133,0.564102564,497.3,76.37906648,936.4820847,0.132,146.4,7.83392E-05,11176.82,0.248,0.068,0.162,32838,0.268037518,0.617094017,9.422477509,0.01,0.811727684,38095,0.226958919,0.152959706,0.319385746,0.034020213,0.002703767,0.000525003,0.020160126,0.610158814,0.002913165,0.484499278,0.635115739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Etowah County,11523.52,0.225,5,4.5,0.091,0.269,0.321,0.342,0.113,21.19606359,544.9,56.11306239,0.183,0.000708541,0.00041172,92.12999988,0.848545637,0.582417582,0.749985153,0.559404054,0.091,0.304,0.247,0.337037037,400.6334384,12.96,0,6.702412869,0.086193858,0.608,553.8,79.68374866,994.7249435,0.133,147.8,9.57488E-05,12023.26,0.228,0.066,0.183,34927,0.283017493,0.486614369,7.432385934,0.05,0.85081092,104303,0.22884289,0.158681917,0.15321707,0.005589485,0.007391925,0.003106334,0.035214711,0.788366586,0.011748734,0.5161213,0.374834818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fayette County,11965.06,0.314,6.7,5.5,0.096,0.165,0.365,0.327,0.035,42.12777679,301.6,50.37037037,0.169,0.000405797,0.000347826,79.27999997,0.827089337,0.630630631,0.83,0.395833333,0.104,0.329,0.282,0.338797814,134.3327168,13.3,0,0,0.013296279,0.666666667,542.8,88.99624944,,0.141,73.2,,9606.25,0.211,0.06,0.16,32648,0.245856354,0.482815735,,0.01,0.832277526,17182,0.217320452,0.184087999,0.116226283,0.003783029,0.002968223,5.82004E-05,0.013968106,0.8551973,0.001888632,0.506460249,0.802331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Franklin County,10556.16,0.219,,3.9,0.09,,0.312,0.372,0.041,29.73113902,201.9,68.65464633,0.232,0.000472843,0.000252183,113.4499998,0.893393393,0.564231738,0.84821431,0.424168595,0.094,0.325,0.243,0.306363636,240.5168416,12.9,0,15.76143492,0.036438946,0.485714286,546.5,70.52412246,818.3943882,0.146,54.9,3.15229E-05,11066.61,0.294,0.085,0.172,33705,0.233920491,0.569868239,,,0.808298118,31884,0.246424539,0.151863003,0.041462803,0.0147723,0.003355915,0.001160457,0.151486639,0.790270982,0.058496866,0.501536821,0.703665153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Geneva County,9113.55,0.271,4.1,3.3,0.088,,0.355,0.353,0.119,32.53055161,433,53.00295373,0.197,0.000186372,3.72745E-05,107.8299999,0.870769231,0.634877384,0.764487031,0.514797632,0.083,0.423,0.244,0.417887822,323.0932899,11.36,0,0,0.00930312,0.6,459.2,70.91015267,688.791484,0.138,138.2,,10284.26,0.244,0.073,0.242,33835,0.236412046,0.540839407,8.132637902,0.04,0.833055556,26781,0.22038012,0.178484747,0.099286808,0.009036257,0.003099212,0.000522759,0.033755274,0.841604122,0.012241806,0.512154139,0.896416573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Greene County,10934.56,0.204,4,5,0.153,,0.476,0.38,,33.48910843,1238.3,56.49484536,0.181,0.000333148,0.000111049,133.1699996,0.785340314,0.506024096,0.66,0.364434687,0.142,0.473,,0.545653124,1143.076333,13.86,0,0,0.209543777,0.25,487.3,,,0.188,270.9,0.000111049,8742.56,0.225,0.074,,24738,0.352695859,0.872754491,18.26678642,0.01,0.735796445,8921,0.240443896,0.163770878,0.800694989,0.002241901,0.001681426,0,0.00930389,0.181706087,0.000811782,0.531106378,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Hale County,13942.57,0.232,4.4,4.1,0.13,,0.435,0.356,0.081,42.87826947,1326.1,45.52520542,0.166,6.35486E-05,0.000127097,99.25,0.717857143,0.596638656,0.67,0.397639956,0.12,0.41,,0.522236025,437.8707777,13.83,0.487051793,0,0.002262691,0.5,594.7,91.44111192,,0.15,202.3,6.35486E-05,9545.41,0.212,0.059,0.127,31044,0.296517583,0.676459219,15.75120103,0.04,0.833273575,15421,0.240645873,0.158874262,0.580118021,0.002269632,0.002853252,6.48466E-05,0.011348162,0.398612282,0.000798138,0.526619545,0.891687817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Henry County,9577.3,0.169,3.5,3.7,0.09,0.213,0.337,0.309,0.062,31.88481192,664.7,46.57179819,0.183,0.000288884,0.000231107,54.86999989,0.834605598,0.624365482,0.72,0.518470679,0.084,0.292,0.163,0.333246753,333.4451394,11.64,0.463258786,0,0.00998805,0.555555556,456,,,0.148,177.7,,9599.56,0.227,0.07,0.133,39788,0.258735073,0.533566434,,0.01,0.878613615,17412,0.225591546,0.181196876,0.280725936,0.003790489,0.004077648,0.000114863,0.024925339,0.677980703,0.008280177,0.520560533,0.877528609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Houston County,8369.78,0.213,4.4,4.3,0.085,0.193,0.33,0.331,0.116,17.17307673,750.4,56.1527705,0.167,0.000776268,0.000560092,63.41999996,0.857545045,0.68115942,0.711155244,0.523820483,0.081,0.292,0.198,0.40819411,538.3620113,11.24,0,4.913087482,0.073320377,0.526627219,414.9,69.88898793,828.5249297,0.124,304.3,0.000275133,9704.11,0.212,0.057,0.161,40428,0.267532468,0.536454679,5.430802041,0.01,0.871921974,102369,0.243374459,0.148042865,0.258857662,0.005011283,0.008606121,0.000634958,0.030898026,0.683878909,0.006650228,0.521632526,0.338040513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
