state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
US,United States,6811.19,0.163,3.7,3.4,0.082,0.203,,,,0.769568184,0.152,0.318633872,,38.01087644,,,,,64.925,0.841771952,0.628968389,,,,0.226,,,406.0219279,59.3,,,,,,342.7,57.51018974,6.8,,,,0.056530469,11.36180286,13.23583249,,,9672.266134,,0.142,51371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Alabama,9608.9,0.205,4.3,4.3,0.104,0.219,0.330025722,6.916196571,0.3115962,0.517159107,0.122,0.286840919,616.9,47.86678396,0.166204773,0.000620479,0.000433221,,76.436,0.83887446,0.627865711,0.74469288,0.57377768,0.072864958,0.276,0.225,0.374513298,417.6864427,76.6,12.8,0.026991857,0.147794598,0.842704009,0.319,464.6,79.20378908,9.2,0.126530266,289.9,0.194974119,0.07675223,9.979106342,23.14577013,0.209527784,0.055908662,10119.08399,,0.163,41610,0.487012464,9.137052263,4822023,0.233181385,0.145038711,0.261749043,0.006930091,0.011971216,0.001084375,0.039930562,0.668043039,0.014510642,0.514999826,0.409631829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Autauga County,8376.42,0.228,5.1,3.6,0.093,0.217,0.305,7.445188843,0.294,0.59298895,0.167,0.254901961,446.9,38.99240856,0.139312818,0.000379974,0.000270202,,75.14559066,0.868217054,0.665882353,0.8,0.547321983,0.064521193,0.185,0.237,0.301249485,302.9096745,69.6,12.92,0,0.11663286,0.877877631,0.419,439.5,59.21564647,9,0.118,181.1,0.136,0.097935304,7.422517168,23.91699976,0.179629191,0.04734987,10219.21957,,0.156,51441,0.361167205,3.573804562,55514,0.259556148,0.130489606,0.180098209,0.005090988,0.009170999,0.001010976,0.024841132,0.767746245,0.00438691,0.511373484,0.420021623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Baldwin County,7770.16,0.127,3.3,3.8,0.089,0.206,0.266,7.993460624,0.276,0.580226593,0.179,0.318518519,301.5,46.39653573,0.16580195,0.000749798,0.000440275,,54.27298863,0.802134647,0.67083107,0.74,0.617845343,0.067659387,0.205,0.193,0.278799867,213.3010261,76.2,13.13,0.042153623,0.134868658,0.831645474,0.352,365,58.71173145,6.4,0.118,188.1,0.131,0.054602606,14.70991381,19.97539433,0.209243003,0.055914909,9624.229409,,0.144,48867,0.367619386,4.178952788,190790,0.225834687,0.177299649,0.093759032,0.007327517,0.00763796,0.000642295,0.044960659,0.834427019,0.018411934,0.511315099,0.422790991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Barbour County,9458.14,0.234,4.8,4.3,0.123,0.251,0.373,5.403317403,0.35,0.114761263,0.135,0.476190476,873.9,73.77998346,0.189100655,0.000442494,0.000367634,,101.2316977,0.876379691,0.645390071,0.606400602,0.414070892,0.111795775,0.47,0.176,0.559078772,154.3264836,52.7,12.62,0.317123599,0.168453293,0.826585095,0.315,459.3,105.2588964,12.8,0.142,388.1,0.23,0.114203157,,26.17344268,0.24216186,0.061027487,10809.06015,,0.169,30287,0.663889612,5.132047584,27201,0.212014264,0.152310577,0.467213415,0.00633398,0.004539963,0.00183063,0.049463625,0.46827518,0.021706385,0.463369092,0.677896347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bibb County,11543.9,0.179,4.7,5.1,0.127,0.259,0.343,7.798603036,0.37,0.182500546,0.112,0.275862069,465.6,49.27649589,0.159780704,0.000219626,0.000177015,,89.55643418,0.827476038,0.619565217,0.73,0.441981747,0.076406474,0.272,0.291,0.39281642,254.2372881,98.1,12.87,0,0.095430108,0.823332537,0.497,541.8,103.8911976,11.2,0.111,106.7,0.158,0.02144661,16.5751844,33.78787589,0.200078156,0.056987788,10809.06912,,0.163,37392,0.535022779,7.650085107,22597,0.215603841,0.138602469,0.220555898,0.00347436,0.001363357,0.001319377,0.020274431,0.746943443,0.004986718,0.460330724,0.683526075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Blount County,8505.64,0.242,5.9,3.9,0.077,0.213,0.304,8.648064123,0.35,0.151809079,0.055,0.233333333,175.1,47.56748395,0.180648999,0.000190717,0.000190226,,90.9679868,0.835087719,0.627565982,0.810308555,0.46276054,0.06218226,0.231,0.143,0.253362908,164.4637184,89.3,12.66,0.033649371,0.125940306,0.804862223,0.603,426.2,63.88302309,6.6,0.14,92.8,0.121,0.010624677,13.00386801,28.30253626,0.226840821,0.069159135,10509.50855,,0.173,44225,0.439313603,4.079644867,57826,0.240445474,0.159374676,0.01397451,0.006095449,0.002285793,0.00107363,0.083864376,0.885086929,0.02782008,0.505610584,0.89951502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Bullock County,9883.66,0.23,4.2,,0.137,0.378,0.421,3.702147309,0.325,0.288253619,,0.4,1403.9,85.12241055,0.157418339,0.000284576,0.000190949,,90.63310939,0.81372549,0.485148515,0.725,0.359536486,0.133880555,0.432,,0.654217373,333.9563099,102.5,12.75,0.154976405,0.14075067,0.841356947,0.446,514.8,,,0.175,409.1,0.27,0.201517301,,58.66402461,0.207624743,0.040220152,8940.600361,,0.167,25854,0.901203293,,10474,0.212430781,0.146362421,0.688366827,0.008680064,0.001886971,0.008113973,0.077837532,0.223700349,0.031757024,0.457590339,0.513743815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Butler County,11005.65,0.199,3.9,3.5,0.104,0.305,0.383,6.352247144,0.369,0.473241992,0.109,0.153846154,639.2,61.4676981,0.163784037,0.000338983,0.000295465,,128.3004193,0.776053215,0.580508475,0.72,0.461697723,0.108502752,0.421,0.276,0.493861944,452.9189904,70.8,12.82,0.251332183,0.16521197,0.887067156,0.321,553,63.98582468,10.8,0.16,219.8,0.227,0.028320291,7.525381058,28.73327313,0.210436479,0.046395858,11331.14966,,0.185,30605,0.678741093,9.57775771,20307,0.231299552,0.174422613,0.432323527,0.003204195,0.008932906,0.000388387,0.010971939,0.538353238,0.001749151,0.530585494,0.712321574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Calhoun County,11097.28,0.227,5.2,5.1,0.09,0.244,0.332,6.641993038,0.333,0.405129373,0.116,0.2,663,50.71183623,0.169482389,0.000670645,0.000468899,,91.52823005,0.797278912,0.551776266,0.787223368,0.507963518,0.075727488,0.314,0.224,0.387595441,553.3293546,78.4,12.89,0,0.144549763,0.844466687,0.265,532.3,81.3361308,8,0.139,185.4,0.175,0.100438239,11.18283693,22.73433881,0.213384874,0.052821345,11246.06057,,0.184,39212,0.509823921,11.30572524,117296,0.226904583,0.151599373,0.205016339,0.005016339,0.007732462,0.000984595,0.034155243,0.734541442,0.010611182,0.518575733,0.336968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chambers County,10367.83,0.385,5,4.3,0.117,0.241,0.354,6.070974949,0.387,0.343504311,,0.25,766.1,62.64969116,0.179266427,0.00038304,0.000234852,,88.79332489,0.838668374,0.658198614,0.799875,0.470796676,0.092775769,0.347,0.326,0.516482102,575.6953944,77.5,12.97,0,0.171418129,0.843779528,0.332,531.1,62.83183061,6.7,0.15,318.2,0.21,0.088215249,9.437988313,27.08292299,0.228005617,0.047341772,9436.36449,,0.225,32320,0.651300963,8.206946359,34064,0.219527947,0.175757398,0.384737539,0.002058521,0.005646229,0.000529334,0.016732833,0.58173798,0.004568765,0.522834877,0.491480345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cherokee County,9408.68,0.242,6.1,5.2,0.089,0.244,0.314,8.166343916,0.342,0.149178499,0.149,0.303030303,268.6,52.23153381,0.171537844,0.000268642,0.000153722,,100.1615008,0.883767535,0.596153846,0.72,0.534653465,0.071060672,0.299,0.23,0.258289375,335.8806452,80.9,12.93,0,0.101762115,0.805486284,0.415,466.5,72.66781724,,0.136,119.8,0.15,0.001326864,12.89122052,25.78244104,0.21403152,0.051393728,10670.55995,,0.171,37868,0.508208772,,26021,0.207985858,0.193266977,0.046677397,0.005211926,0.002222733,0.000268261,0.013566337,0.919636698,0.001551464,0.50436882,0.85736273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Chilton County,10330.43,0.205,4.6,4.9,0.098,0.201,0.383,8.104912606,0.315,0.426551795,0.093,0.246376812,321.2,57.6825942,0.201644772,0.000182253,0.00020539,,79.70281504,0.867549669,0.610526316,0.73,0.433356354,0.065160643,0.302,0.226,0.299236501,692.2935386,99.3,12.93,0,0.1617869,0.806673819,0.478,521.7,98.50411197,9.9,0.125,98.7,0.145,0.016886043,18.39188082,36.11496598,0.254435876,0.074253929,10848.64102,,0.147,39621,0.523094541,4.681569663,43819,0.246399964,0.145347908,0.097525905,0.004975579,0.003492035,0.001962843,0.076117223,0.811042133,0.021491347,0.507714429,0.867447242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Choctaw County,11985.42,0.316,5.6,4.6,0.116,0.199,0.389,5.999649346,0.379,0.303052168,,0.346153846,462.9,45.77883472,0.175774135,0.000367404,0.000440109,,48.34837993,0.841269841,0.55399061,0.775,0.435016835,0.089543269,0.301,0.268,0.457078069,111.7101365,80.7,12.82,0,0.111425874,0.824565524,0.42,515.6,,,0.173,258,0.199,0.116280684,,44.96807267,0.218855219,0.062619199,9952.832565,,0.252,33390,0.68343697,,13633,0.21800044,0.196215066,0.430992736,0.001614205,0.001907697,0,0.005796463,0.555066403,0.000305881,0.522855675,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clarke County,9309.47,0.218,4.4,3,0.129,0.137,0.36,5.143735803,0.37,0.125150002,0.088,0.27027027,821.2,41.9187554,0.184343908,0.000467017,0.000278208,,84.90604287,0.787878788,0.62745098,0.779090909,0.458494047,0.121262806,0.318,0.277,0.480757197,491.4665284,72.3,13.01,0.103313318,0.159103335,0.863881718,0.305,452.2,48.828125,9.5,0.157,117.8,0.244,0.112325127,,31.34000119,0.236247447,0.058968059,9764.14615,,0.126,34606,0.600649351,8.105172721,25161,0.236357855,0.172210961,0.4409375,0.004101563,0.00328125,0.00015625,0.011328125,0.534179688,0.00053606,0.528203125,0.759803352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Clay County,9914.91,0.286,6,5.3,0.107,0.262,0.353,7.462189551,0.394,0.211096756,,0.307692308,454.5,52.07358902,0.191723275,0.000360698,0.000148865,,107.2896914,0.857142857,0.607843137,0.825,0.409221902,0.093180016,0.3,0.266,0.347882315,287.4182654,65.5,12.92,0.078548986,0.135897436,0.80092129,0.396,500.7,77.80890134,,0.147,143.7,0.176,0.019289483,,20.31797633,0.237504605,0.072364317,9660.845658,,0.223,34579,0.524201355,,13435,0.221659844,0.185039077,0.147114821,0.005418864,0.001903925,0,0.028925015,0.801186292,0.01114613,0.510764499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cleburne County,10738.45,0.2,5.9,5.2,0.085,0.189,0.313,8.443377688,0.347,0.284130377,,0.153846154,269.6,53.52517986,0.167287751,0.000202225,6.74218E-05,,96.39664883,0.863970588,0.488095238,0.92,0.470556309,0.069196429,0.26,0.245,0.303984397,284.17639,85,12.96,0.014484357,0.136237257,0.792574516,0.482,531.6,,,0.133,123.2,0.134,0.005369356,9.726869504,24.31717376,0.211040054,0.056718062,10573.44174,,0.227,38235,0.485575122,11.67224341,14832,0.229031823,0.174622438,0.034745933,0.003682132,0.001740644,0.000669479,0.021691103,0.928231907,0.00694942,0.503648658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coffee County,8402.75,0.184,3.5,3.6,0.089,0.177,0.299,7.391403319,0.306,0.18811564,0.098,0.29787234,572,48.7524332,0.173096756,0.000435419,0.000312183,,94.49955707,0.860906217,0.66967509,0.847765814,0.594102933,0.061911931,0.225,0.227,0.362828892,343.8854343,67.9,12.61,0,0.115953513,0.839963354,0.252,398.2,95.21794329,9.3,0.126,140.3,0.151,0.074254117,6.019617935,23.77749084,0.21857745,0.061880019,9926.746309,,0.145,45631,0.363352365,3.310789864,51252,0.238897994,0.149496605,0.168862038,0.014816282,0.01344954,0.004436962,0.063028622,0.720530851,0.021747531,0.505833416,0.471950829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Colbert County,10591.14,0.259,4.4,4.8,0.102,0.296,0.322,7.493693421,0.307,0.520798119,0.074,0.137254902,598,53.18192958,0.150341431,0.000550338,0.000385703,,78.00574343,0.89214967,0.640434193,0.756189024,0.563504208,0.075647751,0.253,0.207,0.330654612,364.6719477,77.1,12.71,0.026936094,0.133995037,0.876200494,0.275,493.2,86.47669247,8.5,0.137,111.1,0.158,0.050898157,4.462352185,20.73681309,0.188463527,0.046745515,10669.62878,,0.177,39771,0.444128114,6.037300014,54446,0.217848878,0.177919406,0.160256528,0.005310645,0.004759367,0.000385895,0.021628475,0.794557048,0.006308657,0.519267168,0.438946866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Conecuh County,12941.65,0.183,4.4,5.2,0.124,0.229,0.363,4.776146729,0.373,0.028197762,,0.242424242,663.9,54.76864967,0.190346767,0.000381534,0.000154071,,169.2052827,0.737179487,0.581818182,0.775,0.405906854,0.116419295,0.463,,0.479374584,603.5264881,116.5,12.86,0,0.136831276,0.904495877,0.367,572.9,79.4849376,,0.177,280.5,0.244,0.14783095,10.66268593,47.98208669,0.240226337,0.058515855,10933.54643,,0.215,27110,0.812755998,10.66268593,12981,0.223711579,0.192049919,0.461984733,0.003816794,0.00129771,0.000229008,0.014885496,0.508473282,0.002253521,0.515114504,0.809495011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Coosa County,11435.34,0.258,4,4.6,0.124,0.3,0.343,6.946556973,0.318,0.176358437,,0.545454546,700.1,48.6463621,0.160948427,,,,88.76958585,0.805,0.575757576,0.475,0.294207317,0.081781758,0.311,,0.415863278,269.8062301,101.2,12.93,0,0.144736842,0.830809276,0.425,525.8,,,0.156,132.7,0.178,0.065244803,,33.59922349,0.195273094,0.055958992,10013.27983,,0.25,32960,0.649960846,,10966,0.192868867,0.17873427,0.307318391,0.006121163,0.001620308,0.001530291,0.021154019,0.657754973,0.00399554,0.503645693,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Covington County,9829.79,0.25,4.2,5.2,0.095,0.287,0.338,7.605558416,0.385,0.477876341,0.109,0.275,449.3,69.23352864,0.176766529,0.000525514,0.000342511,,124.1264276,0.825892857,0.633802817,0.770418251,0.491517492,0.075235678,0.34,0.151,0.393660893,311.8517031,83,12.71,0,0.150698943,0.812613828,0.247,473.9,87.69109351,8.5,0.137,130.4,0.163,0.030467534,4.961074645,30.52969012,0.224735172,0.052578362,10912.37851,,0.2,34017,0.470196413,4.197832392,37955,0.224502701,0.191147411,0.125006563,0.006378957,0.004725154,2.62509E-05,0.014332966,0.837559721,0.005711874,0.51630178,0.69651794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Crenshaw County,9645.21,0.203,4,3.8,0.089,0.166,0.357,6.181910691,0.339,0.30396951,,0.277777778,553.5,53.64341085,0.191585982,0.000215657,0.000142015,,106.2489317,0.767272727,0.571428571,0.875,0.434036145,0.072113897,0.29,0.177,0.450331126,357.8664842,86.1,12.75,0,0.130319149,0.802349336,0.458,499,74.21701054,,0.148,176.4,0.168,0.158353736,,35.01040015,0.235677856,0.081120514,9767.930545,,0.148,33648,0.50369726,,14083,0.236526308,0.166654832,0.240919837,0.004799771,0.019127445,0.000788022,0.01583208,0.704921556,0.011936644,0.516441006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Cullman County,9060.4,0.214,3.9,4.4,0.091,0.22,0.324,8.172499789,0.315,0.335111808,0.109,0.23655914,321.6,55.85179484,0.179067854,0.000571173,0.000435107,,73.02034897,0.87206823,0.671604938,0.769275766,0.535494915,0.064049208,0.256,0.167,0.270546641,181.248767,79.6,12.53,0,0.133056133,0.806047265,0.346,467,55.88971097,7.2,0.13,58.8,0.134,0.031533743,7.188129523,32.52628609,0.225066305,0.059524432,10673.73631,,0.172,37938,0.447588525,3.054955047,80440,0.227324714,0.168610144,0.01093453,0.005492116,0.00474658,0.000422471,0.04316654,0.926241628,0.014413842,0.505535606,0.732395592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dale County,8911.89,0.212,4.9,3.9,0.085,0.212,0.353,6.796519184,0.311,0.206801855,0.144,0.377777778,577.5,50.47318612,0.156221253,0.000239789,0.000317183,,70.52013009,0.853881279,0.643584521,0.765621622,0.627891409,0.072813334,0.28,0.171,0.316440251,417.9437169,68,12.52,0,0.110770018,0.837070323,0.244,453.1,76.56967841,6.9,0.139,317.3,0.166,0.102838226,8.361300442,21.33573216,0.199418528,0.051481569,10782.09588,,0.126,40125,0.518785462,5.766414098,50444,0.2437951,0.143168662,0.190881714,0.008156997,0.011487605,0.001136794,0.057797012,0.709339662,0.010712903,0.507249556,0.508885395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Dallas County,12898.83,0.252,3.9,3.6,0.128,0.206,0.414,3.694419786,0.345,0.451985395,0.12,0.517241379,1262.3,74.56389452,0.159409694,0.000669251,0.000326614,,86.5860512,0.75257732,0.620192308,0.710129032,0.433929835,0.137306416,0.596,0.334,0.652958529,794.3195049,80.8,12.93,0,0.223876154,0.809789703,0.216,585.4,86.8349712,8.6,0.151,362.5,0.315,0.115634544,4.845117736,26.80965148,0.210150551,0.044451985,10281.00137,,0.238,27400,0.770073447,19.7034788,42864,0.262411348,0.14779302,0.69293107,0.002014402,0.004144574,0.000301003,0.007594526,0.287017528,0.001857585,0.537220126,0.456389776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,DeKalb County,9152.78,0.204,4.7,4.9,0.087,0.18,0.324,7.886899646,0.313,0.408569942,0.101,0.206896552,207.4,60.40801368,0.232898411,0.000350263,0.000239167,,92.37944901,0.875,0.537226277,0.860118343,0.390023417,0.084756054,0.304,0.262,0.337285252,169.3476085,78.3,12.93,0.013103884,0.141507615,0.846456406,0.265,475.2,53.2372333,7.7,0.129,76.2,0.153,0.022543408,11.74773289,25.35037098,0.289880607,0.100258017,10202.70467,,0.202,37644,0.587118361,2.679307502,71080,0.253685988,0.148058526,0.015588486,0.021885451,0.004016064,0.007836223,0.139974532,0.810055553,0.046521146,0.507171543,0.901306445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Elmore County,8604,0.167,4.4,4.4,0.088,0.214,0.306,7.620554952,0.309,0.380540459,0.103,0.423529412,499,42.29929146,0.140392072,0.000274444,0.000136427,,81.07200958,0.830673759,0.662429379,0.744030249,0.564687145,0.068396025,0.205,0.149,0.30224701,142.7417296,78.1,12.91,0.065299276,0.115453891,0.857414894,0.451,432.5,73.25031631,7.4,0.123,224.1,0.144,0.065595762,5.451138066,25.93989838,0.175863847,0.054054054,9674.278781,,0.151,52324,0.410466193,6.203019179,80629,0.230028898,0.129593571,0.207638274,0.004254576,0.006787359,0.001210246,0.027224295,0.741144618,0.010998308,0.512133651,0.541883661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Escambia County,10537.95,0.281,5.2,4.7,0.11,0.209,0.369,6.379222364,0.387,0.270909992,0.077,0.409836066,567,69.77277944,0.193133779,0.000577504,0.000342159,,117.3571589,0.773933103,0.614718615,0.7653125,0.457961346,0.08921133,0.376,0.205,0.506290027,537.6955157,104.2,12.92,0.004972297,0.147410359,0.81984272,0.28,497.3,76.37906648,10.2,0.132,163,0.201,0.075767133,20.35255142,37.31301093,0.248555748,0.061147486,11282.95267,,0.149,33588,0.617094017,9.422477509,37994,0.225061852,0.157130073,0.319372002,0.034309229,0.002752077,0.000497995,0.019552853,0.610043771,0.000921814,0.48428695,0.635115739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Etowah County,11523.52,0.227,5.2,5,0.089,0.26,0.318,7.088419066,0.338,0.285789524,0.107,0.35,569.5,54.63312369,0.169448144,0.000719059,0.000450226,,92.72043333,0.833962264,0.560146924,0.750419986,0.55017447,0.072133386,0.31,0.247,0.358886636,434.6534748,78.2,12.79,0.025947667,0.143922087,0.86634349,0.269,553.8,79.68374866,9.9,0.141,148,0.16,0.086193858,12.24967311,21.19606359,0.215093619,0.050676904,12275.49731,,0.188,35737,0.486614369,7.432385934,104392,0.228302935,0.163642808,0.151987574,0.005397994,0.007277225,0.003106483,0.035034229,0.789708336,0.01182262,0.515973461,0.374834818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fayette County,11965.06,0.318,5.6,5.2,0.096,0.141,0.364,7.703609764,0.321,0.172147787,,0.214285714,355,49.4949495,0.159446277,0.000989408,0.000294412,,100.7894165,0.821621622,0.613207547,0.825,0.388845041,0.079621294,0.275,0.282,0.334485509,138.9350919,114.4,12.47,0,0.095603629,0.846527669,0.322,542.8,88.99624944,,0.158,93.9,0.167,0.013296279,10.5319442,42.12777679,0.199941452,0.049639918,10067.33539,,0.164,35720,0.482815735,,16983,0.217629394,0.183713125,0.115009975,0.003872785,0.002405821,5.86786E-05,0.013085319,0.857352423,0.000921999,0.505515785,0.802331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Franklin County,10556.16,0.24,5,4.4,0.085,0.245,0.343,7.70317954,0.374,0.224671966,,0.4,279.1,65.94461201,0.210465849,0.000501819,0.000220396,,111.1154521,0.855699856,0.5325,0.854330025,0.452235524,0.081593783,0.314,0.243,0.323863636,275.8929237,92.4,12.27,0,0.142337242,0.812760377,0.323,546.5,70.52412246,10.4,0.142,50.4,0.155,0.036438946,14.1794663,29.73113902,0.268005829,0.071175248,11668.90315,,0.167,33173,0.569868239,,31761,0.24816599,0.154843991,0.038476059,0.014754924,0.003051658,0.001258416,0.151230101,0.793682753,0.05611638,0.50157302,0.703665153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Geneva County,9113.55,0.283,4.3,3.4,0.086,0.325,0.34,8.023975343,0.345,0.200597238,0.126,0.259259259,429.4,52.3188645,0.184261997,0.0001867,7.42639E-05,,103.4469647,0.87012987,0.593373494,0.765785256,0.504725898,0.06936681,0.358,0.244,0.432510149,352.5013799,88.9,12.52,0,0.142723881,0.818437061,0.397,459.2,70.91015267,,0.136,143.8,0.153,0.00930312,5.421758602,32.53055161,0.231479187,0.056845867,10933.10447,,0.224,33347,0.540839407,8.132637902,26931,0.219969552,0.183357469,0.096742902,0.008581129,0.003096668,0.000559639,0.033951423,0.844793493,0.012648692,0.512144163,0.896416573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Greene County,10934.56,0.271,5.1,5.3,0.16,0.181,0.479,3.021139734,0.365,0.016030956,,0.2,1636.6,52.74173294,0.176603975,0.000336285,0.000112663,,116.2059715,0.835978836,0.52631579,0.675,0.376496192,0.11362148,0.482,,0.494565217,1111.286255,82,12.87,0.313628159,0.220170455,0.728989977,0.395,487.3,,,0.194,242.8,0.3,0.209543777,,33.48910843,0.224902579,0.0557041,9235.987698,,0.164,24592,0.872754491,18.26678642,8876,0.237494367,0.167417756,0.808205358,0.002129806,0.001793521,0,0.00930389,0.174532003,0.000939408,0.530770093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Hale County,13942.57,0.211,3.9,4.1,0.139,,0.416,6.303134099,0.383,0.178997462,,0.44,1199.7,44.48961156,0.191185647,6.48466E-05,0.000129971,,83.21422999,0.76969697,0.555555556,0.67,0.409129572,0.098887516,0.387,,0.549165597,415.059904,82.8,12.92,0.243525896,0.165098375,0.827946768,0.431,594.7,91.44111192,,0.163,283.7,0.243,0.002262691,,42.87826947,0.245334497,0.058172458,9673.189953,,,31025,0.676459219,15.75120103,15388,0.239602288,0.163439043,0.584737493,0.001756555,0.002732418,6.50576E-05,0.010344155,0.395615119,0.004454944,0.526706135,0.891687817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
