state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
AK,Lake and Peninsula B,14577.28,,2.8,2.6,,0.252,0.315,3.207396216,0.281,0.470876763,0.194,0,1199,51.97132617,0.359254499,0,0,,,,,,0.624113475,0.074614065,0.235,,0.349019608,,320.9,,0.398124721,0.357142857,0.187403994,0,615.6,,,0.084,,0.161,0.459140935,,,0.433553252,0.203738318,7013.787581,,0.247,44657,0.625,,1654,0.296251512,0.082829504,0.006622517,0.64960867,0.003010235,0.003010235,0.024683925,0.22576761,0.007874016,0.464780253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Matanuska-Susitna Bo,6519.02,0.133,3.7,3.3,0.06,0.262,0.298,8.100616152,0.247,0.337445924,0.183,0.338709677,467.7,32.47937473,0.216602423,0.000522046,0.000436519,,55.06474699,0.780856423,0.58839779,0.7,0.612164264,0.080180057,0.126,0.169,0.237325088,,79.5,,0.022153026,0.194652589,0.716416709,0.408,338.5,50.19828322,4.2,0.068,39.8,0.124,0.057727987,16.27846077,14.68600265,0.26592581,0.111482884,7057.02833,,0.17,68109,0.264242637,4.954314146,93925,0.278967261,0.08673942,0.009909714,0.056945502,0.013423257,0.002806483,0.038464049,0.823713695,0.005599186,0.484607854,0.502938367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Nome Census Area,17793.73,0.164,3.7,2.4,0.065,0.401,0.356,3.280323642,0.255,0.160450906,0.19,0.857142857,2130.7,96.711169,0.288506982,0.000913149,0.000706001,,,0.875,0.522727273,0.593396226,0.415557404,0.116374128,0.333,0.387,0.468643806,,174.1,,0.466477855,0.428571429,0.255382775,0.002,671.4,163.5386652,12.8,0.078,,0.209,0.359692351,,15.33601202,0.37274276,0.14791438,7847.133527,,0.131,47022,0.721048513,,9915,0.342511346,0.069188099,0.004144763,0.753841488,0.011120097,0.001415285,0.013344117,0.162454509,0.015708043,0.467347351,0.660556258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,North Slope Borough,10564.4,0.2,3.3,1.7,0.07,0.453,0.356,7.944107512,0.274,0.64718982,0.147,,1189.1,100.2277904,0.24094282,0.00021046,0.000622213,,,0.404255319,0.324324324,0.575,0.545211751,0.053444828,0.179,0.454,0.509017133,921.6229937,106.3,,0,0.407594937,0.164554288,0.005,435.7,177.6001776,,0.076,,0.142,0.038193658,,18.19806108,0.280210158,0.127414714,6898.420334,,0.179,69138,0.341671102,,9643,0.245774137,0.046769678,0.010381711,0.539219799,0.04760906,0.012583893,0.028208893,0.324874161,0.022759104,0.376258389,0.593319194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Northwest Arctic Bor,13603.76,0.188,4.5,1.8,0.065,0.482,0.297,3.65685666,0.299,0.218131065,0.212,1,2754.4,95.96928983,0.291938111,0.000258632,0.000384123,,,,,0.475,0.372601279,0.150645161,0.273,0.401,0.423855964,,195.4,,0.813597695,0.525,0.132610509,0.022,560.9,132.9155986,,0.072,,0.209,0.323322622,,,0.384280427,0.141928865,11320.36009,,0.149,52945,0.710362694,,7810,0.361971831,0.065044814,0.005047237,0.807299081,0.006859066,0.001552996,0.009576809,0.114015789,0.013099137,0.462792805,0.574637778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Prince of Wales-Oute,8688.93,0.207,4.7,2.8,0.05,0.312,0.337,6.631184163,0.264,1,0.2,0.5,,50.45492142,0.323619632,0.000697229,0.000173883,,,0.582278481,0.454545455,,0.496279762,0.141062019,0.252,0.215,0.404624278,,83.6,,0.626582279,0.192872117,0.538172716,0.103,389.8,,,0.076,,0.187,0.078381169,,,0.379328716,0.183486239,6114.26355,,0.162,44721,0.513790386,,5751,0.248652408,0.104677447,0.003996525,0.39913119,0.00538662,0.004344049,0.025369244,0.488444831,0.000577145,0.449695917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Sitka Borough,7377.26,0.11,3.1,2.5,0.052,0.213,0.282,8.008281266,0.187,1,0.246,1,391,27.17391304,0.252684049,0.002010724,0.001216007,,64.89975897,0.769230769,0.642857143,0.845603015,0.694526941,0.055736283,0.112,0.13,0.317204301,249.8694712,108,,0.004852385,0.194369973,0.56032632,0.03,336.9,,,0.075,80.1,0.128,0.058946342,19.24896938,,0.293192813,0.141791045,8994.882089,,0.075,61771,0.294742729,,9046,0.225071855,0.126685828,0.005721337,0.16995737,0.059905766,0.003589859,0.050033655,0.636975544,0.0140625,0.496634508,0.208760275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Skagway-Hoonah-Angoo,10397.95,0.1,2.9,1.9,,0.227,0.302,5.046081419,0.23,0.972738935,0.292,,229.7341648,28.47571189,0.301935964,,0,,,0.64,0.52,,0.64379562,0.140283843,0.21591815,0.207,0.377192983,,151.5,,0.075892857,0.212230216,0.380547113,0.022364217,354.8,,,0.086,,0.191968346,0.22192342,,,0.33427762,0.186046512,6998.53658,,0.152,48137.40933,0.315384615,,3088,0.178756477,0.134715026,0.002942138,0.294867604,0.006864989,0.000653808,0.037267081,0.595619484,0.005984043,0.469107552,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Southeast Fairbanks,5733.71,0.154,4,2.2,0.061,0.216,0.317,7.111501614,0.227,0.197894437,0.145,0.444444444,280.4,37.25078699,0.271413027,0.000560853,0.000419933,,34.57715808,0.846153846,0.538461539,0.642954546,0.60509915,0.111830489,0.187,0.173,0.223824786,,63.5,,0.282162523,0.225352113,0.622983207,0.137,327.4,,,0.067,101.4,0.156,0.09166466,,25.42265158,0.323046619,0.149642492,6509.006988,,0.13,56456,0.320266272,,7144,0.257138858,0.103583427,0.012208813,0.115071569,0.01066517,0.004350267,0.03802975,0.783047993,0.01690747,0.448498456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Valdez-Cordova Censu,7733.88,0.172,4.4,3.4,0.042,0.232,0.283,7.593469063,0.238,0.468244085,0.218,0.5,583.4,25.45608825,0.244260997,0.000511771,0.00041165,,37.29379807,0.863636364,0.542168675,,0.662060302,0.089196463,0.114,0.203,0.394703657,459.0624325,100,,0.010156768,0.194162437,0.668648173,0.077,376.6,116.9217687,,0.067,,0.123,0.108638962,,17.67565179,0.280739599,0.148163101,8271.894398,,0.138,65098,0.250779788,,9717,0.243902439,0.090254194,0.006372045,0.134429599,0.038951696,0.006783145,0.036896197,0.717060637,0.014042459,0.465673176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Wade Hampton Census,18390.99,0.25,5.6,3.5,0.059,0.361,0.276,1.542031059,0.272,0.978013139,0.092,0.5,2701.6,103.4146342,0.301455027,,,,,,,0.456693989,0.276219512,0.215390147,0.372,0.574,0.421521808,,224.4,,0.490782776,0.690751445,0.038790932,0.039,678.8,295.3148695,14.6,0.067,115,0.254,0.440966734,,,0.441025641,0.123134328,7609.993574,,0.308,32860,0.635370295,19.36970965,7809,0.414265591,0.052375464,0.001046025,0.943514644,0.002222803,0,0.001569038,0.030857741,0.019454079,0.474764644,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Wrangell-Petersburg,9208.12,0.132,3.5,3.3,0.056,0.187,0.309,8.331818208,0.217,1,0.196,,,33.00970874,0.251617674,0.001446945,0.000800384,,,0.896551724,0.563380282,0.825952381,0.700371747,0.098233996,0.162367776,0.226,0.280290792,381.3833226,97.2,,0.068425392,0.107632094,0.578515112,0.007950028,385.9,,,0.077,,0.133104357,0.017869202,25.29956991,,0.289703316,0.146505376,9860.493728,,0.13,53744.79766,0.437299035,,6247,0.221226189,0.139747079,0.006104418,0.165301205,0.021686747,0.001606426,0.030361446,0.694939759,0.00981405,0.48497992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Yakutat Borough,,,,,,,0.316,8.071206957,0.24,1,,,,,0.308219178,0,0,,,,,,0.664596273,0.093425606,0.168,,0.335526316,,,,0,0.235294118,0.385224274,0.007,,,,0.086,,0.155,0.000890782,,,0.348837209,0.2,9693.033098,,,47565,0.714285714,,668,0.223053892,0.113772455,0.003021148,0.351963746,0.063444109,0.021148036,0.025679758,0.383685801,0.001612903,0.451661631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Yukon-Koyukuk Census,16526.56,0.194,4.4,2.5,0.045,0.405,0.29,1.878324706,0.263,0.33357194,0.253,0.125,1679.6,60.19070322,0.363319791,0.00053041,0.000346621,,,0.5,0.419354839,0.509152542,0.490384615,0.146820449,0.307,0.372,0.482622951,,220.3,,0.192531001,0.534117647,0.293592437,0.076,651.9,,,0.082,,0.206,0.500888214,,,0.450028074,0.17612639,6851.555583,,0.221,33998,0.267197987,,5770,0.272097054,0.124783362,0.00243563,0.716597077,0.002783577,0.001043841,0.013569937,0.219380654,0.005188317,0.452505219,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Arizona,6850.18,0.156,3.5,3.4,0.071,0.166,0.2432854,7.113404716,0.207268555,0.81871803,0.161,0.278834577,451.2,51.6637721,0.196098966,0.000637871,0.000560637,,51.369,0.785001275,0.642500115,0.779997055,0.617083223,0.083049555,0.27,0.198,0.352209628,409.2462943,75.6,10.12,0.028012562,0.196417749,0.760656683,0.348,325.3,61.29769689,6.6,0.085478047,239.6,0.190904596,0.065014164,14.71764738,16.12969851,0.22561011,0.13129448,9194.49392,,0.14,47796,0.350512158,7.954788886,6553255,0.247341817,0.148251976,0.038276008,0.052609622,0.030444319,0.002550981,0.299194333,0.574875045,0.056433907,0.50288551,0.101901794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Apache County,14038.59,0.203,3.8,4.3,0.072,0.184,0.318,1.430330253,0.237,0.18648,0.134,0.208737864,736.2,57.94091468,0.215601182,0.000400547,0.000614796,,109.9570884,0.289325843,0.355519481,0.679965197,0.449341981,0.19577298,0.411,0.366,0.466031944,87.69932215,171,9.82,0.367473844,0.341728526,0.767519706,0.416,532.8,98.61392648,7.2,0.149,124,0.261,0.438280387,9.834392921,59.4161239,0.259650312,0.141168799,8968.411358,,0.184,32886,0.24549315,13.1125239,73195,0.309433705,0.122604003,0.003885133,0.731994967,0.003954263,0.000511566,0.059866993,0.200049774,0.050748132,0.503339002,0.740610755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Cochise County,7827.59,0.187,4.2,3.8,0.082,0.217,0.247,6.683748251,0.234,0.65015,0.129,0.171428571,386.4,52.77113956,0.188468566,0.000375125,0.000401248,,63.38250471,0.75501771,0.543936093,0.821582018,0.635255165,0.082208985,0.285,0.206,0.339414953,603.2918695,81.3,9.48,0.172311318,0.150914478,0.773759062,0.202,353.5,78.29027368,8.9,0.09,134,0.161,0.123356354,13.74429137,22.46018346,0.208983419,0.143418841,8460.263452,,0.124,43017,0.431360232,5.028399282,132088,0.223752347,0.181212525,0.039534533,0.016313926,0.020991188,0.003765911,0.327581532,0.580650749,0.047529788,0.489673872,0.363010674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Coconino County,7342.41,0.128,3.1,3.1,0.079,0.152,0.233,6.166576606,0.168,0.79788,0.151,0.204166667,591,36.02961223,0.225621698,0.000743434,0.000705825,,55.10997264,0.579876434,0.474970896,0.757508552,0.677077053,0.081328438,0.304,0.191,0.382454679,378.0626773,90.3,10.48,0.103426796,0.250219877,0.66629078,0.153,325.4,70.96678598,6,0.073,124,0.183,0.130958482,9.878928246,28.53912604,0.253770281,0.158840071,7835.031699,,0.128,45509,0.291612272,6.366420425,136011,0.225452353,0.097337715,0.011796726,0.278505649,0.015301443,0.001804556,0.136930018,0.550665523,0.03294366,0.504999814,0.314660656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Gila County,10843.42,0.214,4.6,5.5,0.086,0.244,0.263,6.46658048,0.259,0.8393,0.147,0.282608696,271,81.53912668,0.196123935,0.000696222,0.000489237,,64.89565906,0.699810606,0.627314815,0.72632948,0.453435897,0.094052805,0.342,0.24,0.389720292,409.3851547,114.9,9.68,0.184325571,0.183709718,0.774277923,0.229,453,117.6093232,9.6,0.112,59.6,0.176,0.115456434,16.78097579,31.39666438,0.219505513,0.141144142,10011.07183,,0.161,38267,0.421613022,10.01445329,53144,0.209035827,0.248682824,0.004187307,0.153565754,0.005832321,0.00100944,0.183362931,0.65116366,0.013255167,0.503374147,0.410619997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Graham County,8077.43,0.19,4.3,4.3,0.075,0.163,0.339,6.243301544,0.259,0.28947,0.138,0.34375,409.2,61.47241505,0.173904152,0.000511481,0.000561257,,61.02778182,0.63760218,0.451327434,0.827066667,0.500304878,0.089449697,0.284,0.193,0.364917021,1524.300328,77.7,9.35,0,0.172365989,0.746154479,0.201,391.3,79.21267403,6.7,0.108,138.9,0.176,0.137023186,12.60536663,21.5511107,0.199642369,0.130975408,8119.742481,,0.091,41080,0.298199317,4.472872031,37416,0.277849049,0.118532179,0.017415882,0.144764468,0.006056528,0.002099596,0.308479139,0.522987887,0.034418905,0.463391656,0.464373993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Greenlee County,6684.52,0.176,4.2,3.7,0.07,0.198,0.342,5.003817588,0.245,0.43606,0.181,0.4375,441.6,70.32057911,0.144203957,0.000348594,0.000227221,,68.33077744,0.733333333,0.529411765,0.867410714,0.579361609,0.05978001,0.153,0.141,0.367236349,,79.2,9.58,0.03310284,0.082706767,0.805198873,0.161,302.8,,,0.093,82.3,0.175,0.258671367,,24.63921155,0.157303371,0.122205089,8868.127094,,0.137,53312,0.243360099,,8802,0.2866394,0.121108839,0.009518282,0.032269298,0.007312827,0.000928613,0.478583865,0.476262333,0.017929293,0.479280325,0.465686856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,La Paz County,12621.28,0.22,5.3,5.2,0.059,0.185,0.312,5.780536862,0.318,0.36449,0.203,0.241758242,244.9,78.6608601,0.262476757,0.00048974,0.000394458,,68.36312978,0.674698795,0.496753247,0.74679803,0.390484479,0.091713282,0.377,0.237,0.466797974,344.554319,129.4,10.66,0.039602329,0.18503937,0.717191502,0.125,487.6,95.5566173,,0.134,127.1,0.172,0.189422495,20.95908786,41.21953946,0.293419302,0.188042923,8992.70885,,0.13,35236,0.593000393,6.98636262,20281,0.177259504,0.349045905,0.007176333,0.16896114,0.00693224,0.000927553,0.24721734,0.612087483,0.060318275,0.486233158,0.563277856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Maricopa County,6247.09,0.147,3.2,3.2,0.07,0.158,0.228,7.561235563,0.196,0.88292,0.167,0.288834952,429.5,51.13684914,0.196460378,0.000677019,0.000623261,,49.70887484,0.828884872,0.662163443,0.796425114,0.632596708,0.071383199,0.253,0.189,0.342466548,394.3180138,70.2,9.87,0.001462716,0.196117945,0.762755132,0.373,303.5,57.80391199,6.3,0.08,287.5,0.162,0.036673819,14.40651817,13.23936844,0.226735206,0.129999779,9777.719359,,0.138,51442,0.325289157,8.349011072,3942169,0.25665541,0.129820665,0.047449092,0.026310286,0.038077562,0.00267518,0.297573106,0.583818639,0.06114433,0.505502485,0.023637997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Mohave County,9828.38,0.203,4.4,4.4,0.068,0.269,0.271,5.875620457,0.316,0.615,0.163,0.264069264,183.3,57.57078171,0.201110752,0.000499133,0.000378687,,70.7170038,0.812331123,0.610959837,0.736313004,0.490762452,0.098605613,0.343,0.246,0.354237746,209.8806636,98.3,11.46,0.149108066,0.18653559,0.764436284,0.148,471.8,63.49355658,7.5,0.12,84.9,0.176,0.172537898,18.45907725,21.46233982,0.226479958,0.135843997,9142.473712,,0.189,34966,0.4987918,7.471531268,203334,0.1978764,0.248925413,0.009763466,0.027449258,0.011634221,0.002250829,0.151580517,0.79100853,0.019974657,0.497763979,0.229636438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Navajo County,11848.13,0.175,4.1,3.7,0.081,0.168,0.317,4.757891828,0.24,0.49696,0.114,0.284883721,743,68.84591774,0.211691155,0.000633159,0.000606943,,63.04656984,0.543624161,0.491912464,0.707760638,0.50828963,0.152198958,0.384,0.235,0.407748903,369.4805431,131.4,9.9,0.075303247,0.262123569,0.709044471,0.23,465.4,86.9478999,8,0.116,83.9,0.227,0.182320785,13.20478876,44.33036226,0.249627668,0.143183939,8505.769126,,0.144,34662,0.394630245,12.3963323,107094,0.287495098,0.1457598,0.008136302,0.441245078,0.005822308,0.000877078,0.10799261,0.436477131,0.043407856,0.499374848,0.541382423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Pima County,7390.01,0.144,3.7,3.5,0.072,0.156,0.241,7.109462916,0.198,0.86178,0.152,0.360957643,412.1,44.34578698,0.176579051,0.000810454,0.000548169,,41.10132535,0.806539949,0.686005171,0.750693658,0.643661926,0.072568655,0.291,0.193,0.377691297,434.2130352,75.6,9.22,0.019117895,0.192167697,0.765453729,0.331,342.7,64.8956622,7.5,0.079,241.4,0.166,0.072610654,18.00646185,14.16729147,0.202316135,0.114464717,8457.287123,,0.13,44745,0.395271009,8.551563822,992394,0.224015865,0.165557228,0.032164711,0.041621227,0.028572065,0.002166928,0.350106777,0.548618684,0.045785696,0.508002953,0.075234911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Pinal County,6587.85,0.17,3.5,3.5,0.067,0.173,0.314,7.506766361,0.23,0.53594,0.181,0.280112045,281.7,60.62971231,0.194233607,0.000135773,0.000227176,,64.60819515,0.785451458,0.662217279,0.717731174,0.558333093,0.088638327,0.237,0.194,0.334747238,228.8015627,67.5,9.24,0.119125672,0.179970545,0.775784579,0.532,306.3,58.52141466,6.6,0.104,174.1,0.159,0.047710336,11.55907571,19.72685235,0.231768503,0.124046322,9558.520307,,0.128,50362,0.413497831,6.782598146,387365,0.25410401,0.159121242,0.04264339,0.067396162,0.019029965,0.004601711,0.288223531,0.583987089,0.037483593,0.474487229,0.219046225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Santa Cruz County,5134.9,0.178,2.8,2.9,0.075,0.173,0.201,5.768452493,0.189,0.70711,0.174,0.173913044,400.6,56.47653835,0.261524218,0.000335599,0.000253684,,31.62974091,0.781690141,0.522807018,0.798706587,0.461081857,0.172481161,0.373,0.21,0.337615191,157.529003,49.5,9.32,0.026720532,0.213990066,0.788141678,0.184,246.1,50.3087919,5.1,0.064,86.7,0.215,0.107810755,6.98867517,16.20101971,0.307156616,0.181673095,6839.710473,,0.212,36660,0.660294974,3.494337585,47303,0.294040547,0.145931548,0.002676614,0.01182347,0.00657562,0.000864104,0.82903389,0.158131007,0.205758751,0.52305682,0.268831717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Yavapai County,7371.79,0.177,4.2,4.1,0.073,0.193,0.234,6.630359548,0.211,0.87823,0.141,0.237668161,145.8,48.66314181,0.191493436,0.000637129,0.000592559,,30.69300351,0.811757539,0.678250796,0.774511981,0.603357683,0.08591496,0.258,0.181,0.326892476,331.3921888,98.2,10.7,0.057638381,0.191785434,0.743162974,0.267,336.4,52.14997362,5.7,0.093,86.3,0.165,0.120812856,18.39782248,20.14666492,0.208725885,0.145547149,7917.58739,,0.156,43397,0.348640299,3.56763858,212637,0.18119142,0.26302572,0.005626865,0.019731919,0.009231279,0.001221996,0.138023966,0.817922607,0.020464431,0.509813859,0.331971777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Yuma County,5842.87,0.226,4,3.1,0.061,0.14,0.311,4.63851875,0.251,0.74954,0.141,0.294642857,463,68.45956476,0.241393991,0.000428138,0.00026997,,59.31945304,0.833188153,0.642722117,0.789029932,0.538144286,0.274705211,0.319,0.247,0.370643419,372.2147264,55.2,9.92,0.011094307,0.206713146,0.763761896,0.185,287.3,61.33340657,6.1,0.097,115.1,0.273,0.1052969,9.052467488,13.57870123,0.280854467,0.169860221,8942.71952,,0.171,39072,0.336920008,4.526233744,200022,0.272070072,0.164081951,0.017402457,0.020656373,0.014792338,0.002280735,0.599419086,0.349621208,0.144648193,0.493562039,0.104295764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Arkansas,9290.21,0.194,4.1,3.9,0.09,0.224,0.325179346,6.617027098,0.309091674,0.546747199,0.126,0.317294282,546.4,57.20905442,0.200724669,0.000630365,0.000416394,,76.998,0.824585842,0.583065893,0.809281547,0.542647658,0.072896277,0.281,0.212,0.361622272,500.6162407,77.2,11.76,0.09857308,0.146904413,0.816158639,0.254,449.1,72.3878404,8.1,0.114966301,194.6,0.197142321,0.084065359,10.79015023,22.98312056,0.256852253,0.064260315,9510.785492,,0.168,40151,0.511188225,7.682828311,2949131,0.241047617,0.150074717,0.1536976,0.009135359,0.013496646,0.002428042,0.065731703,0.742683716,0.017200825,0.508913143,0.438396759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Arkansas County,11046.11,0.287,4.3,4,0.12,0.22,0.354,6.104250995,0.392,0.436668595,0.115,0.3125,735.8,65.68489949,0.196601475,0.000476392,0.000370527,,100.4201392,0.833333333,0.481327801,0.838842975,0.467654106,0.076649329,0.286,0.246,0.382915036,324.3808859,87.9,12.27,0.067239653,0.131707317,0.818119187,0.146,544.7,,,0.144,165.1,0.213,0.079225802,,24.89602249,0.25044342,0.059121994,9355.476316,,0.234,37907,0.537378793,9.519067424,18892,0.231420707,0.166525513,0.245876425,0.002916998,0.004879342,0.000106073,0.028745691,0.706284805,0.01236848,0.514505436,0.347073979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Ashley County,10381.37,0.252,4.2,3,0.11,0.299,0.38,5.854661775,0.374,0.473115819,,0.476190476,885.1,67.78438796,0.193063778,0.0003227,0.000371678,,90.95245219,0.820454546,0.538732394,0.847426471,0.452565802,0.124706409,0.323,0.25,0.327042838,284.9046024,94.9,12,0.043248119,0.111797753,0.84471831,0.179,500.3,91.17432531,11.1,0.119,96.6,0.208,0.112959356,8.941287673,33.21049707,0.249118408,0.05760709,10636.88933,,0.233,39276,0.765025971,7.025297458,21524,0.239360714,0.171529456,0.257842458,0.006375606,0.002541003,0.000646801,0.048648649,0.680526681,0.00842972,0.516331716,0.516816913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Baxter County,9679.99,0.175,3.8,4.1,0.073,0.239,0.285,7.499638257,0.309,0.326283333,0.137,0.138888889,257.6,50.28635284,0.203796306,0.000914869,0.000462873,,81.67315497,0.876041667,0.685452163,0.800904393,0.572364971,0.07713674,0.289,0.229,0.318691977,107.0995073,99.1,11.36,0.061032141,0.132035209,0.845289302,0.13,440.9,62.99525878,,0.108,68.7,0.156,0.054174125,13.62316917,27.24633834,0.249830432,0.067738983,8691.449406,,0.165,35315,0.469758454,,41048,0.178473982,0.290854609,0.001914641,0.006277114,0.004653305,0.000436247,0.017619544,0.957272,0.001695215,0.519037348,0.658420254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Benton County,6504.28,0.125,3.2,3,0.073,0.168,0.276,7.783047911,0.266,0.640117648,0.14,0.319327731,218,48.84430877,0.18920122,0.000549315,0.000430537,,56.22625206,0.821688094,0.629032258,0.86003604,0.579091166,0.05700358,0.19,0.164,0.217375625,257.2254773,59.2,10.58,0.050027653,0.132813984,0.80846067,0.218,326.6,53.54357266,6.3,0.087,99.9,0.137,0.063376041,10.96363257,15.84421739,0.245106358,0.07157322,9247.747223,,0.133,52717,0.365379632,2.192726514,232268,0.274893657,0.125794341,0.014617531,0.018559782,0.031129277,0.003946646,0.156687982,0.761878392,0.039888061,0.506168282,0.251600486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
